DAT,predicted_weight_g
1,0.180075560600107
2,0.179932918331715
3,0.661072024237136
4,0.661072024237136
5,1.04588691381912
6,2.44640894384007
7,1.57744693439833
8,2.30065749659884
9,3.16863254681787
10,4.462479960404
11,6.77965436656034
12,8.05996045820091
13,9.93554942794984
14,12.6320435233709
15,16.134863825562
16,18.1650667971768
17,21.0512079917736
18,21.7702589391989
19,24.6745237425512
20,28.167879934808
21,31.5601321387888
22,38.1887438625551
23,45.5613247729631
24,53.8346089623214
25,62.4106516883743
26,70.4199904684292
27,89.2230525664887
28,92.6061738342634
