DAT,predicted_weight_g
1,0.926222753499309
2,3.91067334530282
3,4.37179460594527
4,4.8080903706731
5,5.08139287517642
6,6.08342972456913
7,6.16765429184454
8,7.17394006754555
9,7.58617729158071
10,8.49331668454372
11,9.77743495715994
12,11.5045528622457
13,12.4101103638177
14,13.1314778342532
15,15.2811964262368
16,16.4092270536122
17,19.3523323994681
18,23.1364953527772
19,26.7303834066117
20,32.1189665960747
21,39.1825804174111
22,44.2883464979909
23,53.6677219990818
24,64.8754985069343
25,74.0026135620156
26,76.342274966925
27,82.6212450724253
28,86.5915075847055
