DAT,predicted_weight_g
1,2.04958939536378
2,2.27077539618138
3,2.77304056534481
4,3.04870297567582
5,3.60781141342875
6,4.33838425613628
7,5.35197104176559
8,6.67567980770276
9,7.95687974233342
10,10.3768816358404
11,13.163844829417
12,15.484402221415
13,18.4002303746619
14,21.7945149522804
15,25.2368473177828
16,29.7588064265877
17,36.0133368786043
18,40.2650292299641
19,44.5767965628792
20,48.0839325351707
21,51.1855746791396
22,54.8521617696516
23,57.7885025101349
24,60.3371085461912
25,61.6876436108092
26,63.3786276235191
27,62.139249975487
28,63.4357176676613
