DAT,predicted_weight_g
1,0.315897173210718
2,0.551604625544099
3,0.666035635185745
4,0.746534418578864
5,0.874820325038835
6,1.24012335979478
7,1.41884544132571
8,1.8642617797637
9,2.87173142159547
10,4.34094584737004
11,5.64043848704708
12,7.70430188994026
13,10.2524382953882
14,13.1123766938418
15,15.0138575911984
16,16.6602179726179
17,18.0570815221917
18,21.1683025846103
19,24.7838002208294
20,28.9906014455492
21,33.8700999898725
22,40.0758337295074
23,48.3973895964851
24,53.2006916154958
25,64.3119779785467
26,73.1573186513528
27,76.4270516613579
28,81.998846001705
