DAT,predicted_weight_g
1,1.91811906184545
2,2.0717806948503
3,2.21076764457266
4,2.40926574014178
5,2.80847919939534
6,3.20107129968366
7,3.54108136431135
8,4.15159946525146
9,4.91521844372795
10,5.92759491308111
11,7.14192566412633
12,8.66691126488149
13,10.6371237814303
14,12.9337704308261
15,14.9009981015862
16,16.9574021071997
17,21.4893451423836
18,24.9690976437953
19,26.3495793651595
20,33.046749641138
21,37.8085827017123
22,41.0493728534421
23,46.8124639213584
24,57.9814922310906
25,74.4886320645569
26,76.7946814347605
27,90.184491265087
28,96.2573532513576
