DAT,predicted_weight_g
1,11.7641629206507
2,12.5232646566145
3,13.7609128649562
4,15.8139043767443
5,17.5964697535799
6,19.9662753476084
7,22.5874871211339
8,23.9870997517786
9,28.7505807566479
10,34.5824651579793
11,44.1286075355256
12,53.2839511847254
13,66.1978360135162
14,74.4114716455442
15,88.2183960847072
16,100.348686633551
17,107.197092872452
18,108.12025351127
19,118.670513538443
20,128.598181425359
21,137.372643471174
22,145.274517466308
23,149.634797475652
24,152.2444216243
25,153.284016738578
26,158.894610733963
27,162.479376875913
28,164.150299846821
