DAT,predicted_weight_g
1,0.656983346689596
2,1.33150348055812
3,1.37384787238373
4,2.57653033252061
5,2.92193156708033
6,3.11895515598027
7,3.42019958871966
8,4.18279266906569
9,4.27761493398795
10,4.38429722190377
11,5.27538651011906
12,5.74540405619214
13,7.19308459844168
14,7.4295191806208
15,9.08453260757608
16,11.0506257495142
17,13.4813801253531
18,16.6648978789935
19,20.4710763677887
20,25.8122840828559
21,31.8426701193057
22,36.9597610527458
23,41.4232505951944
24,49.0840820506094
25,56.5887849789914
26,64.149448877651
27,76.492655072724
28,81.3893927217466
