DAT,predicted_weight_g
1,4.96606568969005
2,5.31676981451935
3,6.32150588793899
4,7.41472845945277
5,9.01677524648752
6,11.8401533593531
7,14.9749841296287
8,20.017143755958
9,24.9700688096987
10,31.7495923794703
11,39.315680870088
12,48.4160422025496
13,57.679235166116
14,72.7555442179283
15,80.8962304164617
16,92.6701470837594
17,116.67833332944
18,124.130651790892
19,131.532050252346
20,140.711937529337
21,145.546147238947
22,157.561715594181
23,159.213888258618
24,159.283347050643
25,159.396359228962
26,159.336718268262
27,159.621488540003
28,160.519207398945
