DAT,predicted_weight_g
1,1.05117766026507
2,1.2204517207189
3,1.33302399866082
4,1.45350550780559
5,1.61264165032769
6,1.8037850697473
7,2.28657708352283
8,2.81616731358391
9,3.40202674906942
10,4.16890865555352
11,4.99559433892768
12,5.81319419469111
13,7.10629679332782
14,8.69622891141414
15,10.2161600725886
16,12.4693941117117
17,14.8194184792331
18,17.9702846243061
19,21.6575748738069
20,26.9089797439284
21,31.1026522411133
22,33.1008214731279
23,41.6172947490675
24,48.8360817061528
25,52.8017273817821
26,55.3739879880468
27,56.7719754505572
28,65.5053839144767
