DAT,predicted_weight_g
1,0.258002523586275
2,1.11824829248232
3,1.12922534524349
4,1.13449945726451
5,1.79633367436106
6,4.22812679308734
7,4.48857471258091
8,4.68114943568299
9,4.83253012274136
10,4.91847071909435
11,5.84902320523847
12,7.27310973949595
13,9.04643127158006
14,10.5045034640546
15,11.8501319270768
16,13.7682035952162
17,16.1014246343322
18,22.7393106298455
19,29.0647278526704
20,35.328586260583
21,44.7312698259898
22,55.9817665455965
23,67.4363097905741
24,79.7408982025901
25,90.5680494609023
26,97.3732156485024
27,105.308755531588
28,116.671394134977
