DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,00:00,27.68000005,73.02666651,466.75,0.0,61.7,61.7,0.0,0.0,0,0,0,0,0.0,0.0
0,01:00,27.76999966,73.11999982,464.5166667,0.0,61.7,123.4,0.0,0.0,0,0,0,0,0.0,0.0
0,02:00,27.76666648,73.13000069,466.2333333,0.0,61.69999999999999,185.1,0.0,0.0,0,0,0,0,0.0,0.0
0,03:00,27.8966663,73.48833389,468.4666667,0.0,61.70000000000002,246.8,0.0,0.0,0,0,0,0,0.0,0.0
0,04:00,27.92166637,73.54333344,471.55,0.0,61.69999999999999,308.5,0.0,0.0,0,0,0,0,0.0,0.0
0,05:00,27.82833319,73.63499997,475.0333333,0.0,61.69999999999999,370.2,0.0,0.0,0,0,0,0,0.0,0.0
0,06:00,28.05166655,73.62166786,485.6833333,0.0,123.40000000000003,493.6,4269.858,4269.858,0,0,0,0,4269.858,4269.858
0,07:00,29.69833323,72.09333356,486.9,0.0,123.39999999999998,617.0,13326.2887,17596.1467,0,0,0,0,13326.2887,17596.1467
0,08:00,31.13333324,70.11833382,481.5166667,0.0,123.39999999999998,740.4,18249.0018,35845.1485,0,0,0,0,18249.0018,35845.1485
0,09:00,30.75833314,69.29333229,506.3,0.0,123.39999999999998,863.8,18255.189999999995,54100.3385,0,0,0,0,18255.189999999995,54100.3385
0,10:00,31.25666669,69.50166626,568.7333333,0.0,123.40000000000008,987.2,18255.19,72355.5285,0,0,0,0,18255.19,72355.5285
0,11:00,32.09333309,69.76333338,602.3166667,0.0,123.39999999999986,1110.6,18255.19,90610.7185,0,0,0,0,18255.19,90610.7185
0,12:00,32.58833275,69.4316672,631.3166667,0.0,123.40000000000008,1234.0,18255.19,108865.9085,0,0,0,0,18255.19,108865.9085
0,13:00,32.84333356,69.21166598,621.6,0.0,123.40000000000008,1357.4,18255.189999999988,127121.0985,0,0,0,0,18255.189999999988,127121.0985
0,14:00,31.18499994,67.54305042,549.0,0.0,123.39999999999986,1480.8,18255.19,145376.2885,0,0,0,0,18255.19,145376.2885
0,15:00,30.10999997,69.52333285,537.6833333,0.0,123.40000000000008,1604.2,18255.19,163631.4785,0,0,0,0,18255.19,163631.4785
0,16:00,31.29499976,70.35833333,652.6666667,0.0,123.39999999999986,1727.6,13898.697199999997,177530.1757,0,0,0,0,13898.697199999997,177530.1757
0,17:00,31.2466665,71.61166585,686.3,0.0,123.40000000000008,1851.0,4721.596600000019,182251.7723,0,0,0,0,4721.596600000019,182251.7723
0,18:00,30.06666667,71.45499967,662.7833333,0.0,61.700000000000045,1912.7,6.1881999999750406,182257.9605,0,0,0,0,6.1881999999750406,182257.9605
0,19:00,29.53500013,71.97833316,500.8666667,0.0,61.700000000000045,1974.4,0.0,182257.9605,0,0,0,0,0.0,182257.9605
0,20:00,29.25499992,71.87166684,455.6666667,0.0,61.69999999999982,2036.1,0.0,182257.9605,0,0,0,0,0.0,182257.9605
0,21:00,28.87666636,71.67500038,459.0666667,0.0,61.70000000000027,2097.8,0.0,182257.9605,0,0,0,0,0.0,182257.9605
0,22:00,28.57000027,71.66999969,463.1333333,0.0,61.69999999999982,2159.5,0.0,182257.9605,0,0,0,0,0.0,182257.9605
0,23:00,28.5649998,72.26333351,462.8333333,0.0,61.69999999999982,2221.2,0.0,182257.9605,0,0,0,0,0.0,182257.9605
1,00:00,28.88833291,72.42500076,471.0,0.0,61.7,61.7,0.0,0.0,0,0,0,0,0.0,0.0
1,01:00,29.06833359,72.36166674,468.8833333,0.0,61.7,123.4,0.0,0.0,0,0,0,0,0.0,0.0
1,02:00,29.12000046,71.61166712,467.9,0.0,61.69999999999999,185.1,0.0,0.0,0,0,0,0,0.0,0.0
1,03:00,29.2133338,71.46833344,465.8166667,0.0,61.70000000000002,246.8,0.0,0.0,0,0,0,0,0.0,0.0
1,04:00,29.22833354,71.37000046,464.55,0.0,61.69999999999999,308.5,0.0,0.0,0,0,0,0,0.0,0.0
1,05:00,29.29499931,71.2149999,456.8333333,0.0,61.69999999999999,370.2,0.0,0.0,0,0,0,0,0.0,0.0
1,06:00,29.71666632,71.21666692,454.1333333,0.0,123.40000000000003,493.6,4269.858,4269.858,0,0,0,0,4269.858,4269.858
1,07:00,31.66333319,70.68999926,450.4666667,0.0,123.39999999999998,617.0,13310.818200000002,17580.6762,0,0,0,0,13310.818200000002,17580.6762
1,08:00,33.81666673,69.16499964,443.1166667,0.0,123.39999999999998,740.4,18245.9077,35826.5839,0,0,0,0,18245.9077,35826.5839
1,09:00,34.06500022,65.3194053,551.0857143,0.638904468,123.39999999999998,863.8,18255.19,54081.7739,0,0,0,0,18255.19,54081.7739
1,10:00,33.39999987,64.09999905,698.6666667,2.123254947,123.40000000000008,987.2,18255.19,72336.9639,0,0,0,0,18255.19,72336.9639
1,11:00,33.07999967,64.05333284,665.8,2.107769847,123.39999999999986,1110.6,18255.19,90592.1539,0,0,0,0,18255.19,90592.1539
1,12:00,33.31833394,63.40500018,644.1666667,2.100248512,123.40000000000008,1234.0,18255.19,108847.3439,0,0,0,0,18255.19,108847.3439
1,13:00,33.38833447,64.1299998,618.0666667,2.105540653,123.40000000000008,1357.4,18255.189999999988,127102.5339,0,0,0,0,18255.189999999988,127102.5339
1,14:00,33.53666611,64.41499977,614.5166667,2.105336459,123.39999999999986,1480.8,18255.190000000017,145357.7239,0,0,0,0,18255.190000000017,145357.7239
1,15:00,33.75666682,64.56333275,611.2833333,2.099227508,123.40000000000008,1604.2,18564.599999999977,163922.3239,0,0,0,0,18564.599999999977,163922.3239
1,16:00,33.67333387,65.03366618,613.1166667,2.089102618,123.39999999999986,1727.6,13740.89810000002,177663.222,0,0,0,0,13740.89810000002,177663.222
1,17:00,32.12666651,65.92833277,639.1166667,2.083163826,123.40000000000008,1851.0,4690.655599999998,182353.8776,0,0,0,0,4690.655599999998,182353.8776
1,18:00,31.34666646,67.61433337,622.6166667,2.082040727,61.700000000000045,1912.7,0.0,182353.8776,0,0,0,0,0.0,182353.8776
1,19:00,29.91999992,66.41333313,612.7666667,2.085052677,61.700000000000045,1974.4,0.0,182353.8776,0,0,0,0,0.0,182353.8776
1,20:00,28.30999978,65.98166631,591.8666667,2.10142264,61.69999999999982,2036.1,0.0,182353.8776,0,0,0,0,0.0,182353.8776
1,21:00,27.28666662,66.65000013,549.05,2.119613413,61.70000000000027,2097.8,0.0,182353.8776,0,0,0,0,0.0,182353.8776
1,22:00,26.78500001,67.51283288,508.6666667,2.129227805,61.69999999999982,2159.5,0.0,182353.8776,0,0,0,0,0.0,182353.8776
1,23:00,27.8066666,69.20666682,472.0333333,2.122540247,61.69999999999982,2221.2,0.0,182353.8776,0,0,0,0,0.0,182353.8776
2,00:00,28.52166662,69.47833341,456.1,2.122267993,61.7,61.7,0.0,0.0,0,0,0,0,0.0,0.0
2,01:00,28.88166622,69.77000058,453.55,2.121059795,61.7,123.4,0.0,0.0,0,0,0,0,0.0,0.0
2,02:00,29.2,70.53083305,453.0333333,2.121570297,61.69999999999999,185.1,0.0,0.0,0,0,0,0,0.0,0.0
2,03:00,29.31166598,71.1606665,458.3,2.119392161,61.70000000000002,246.8,0.0,0.0,0,0,0,0,0.0,0.0
2,04:00,29.31666597,71.04200025,460.5166667,2.119664435,61.69999999999999,308.5,0.0,0.0,0,0,0,0,0.0,0.0
2,05:00,29.29833263,71.53733321,452.0666667,2.120123895,61.69999999999999,370.2,0.0,0.0,0,0,0,0,0.0,0.0
2,06:00,29.80333316,71.66500028,443.2833333,2.118286085,123.40000000000003,493.6,4328.6459,4328.6459,0,0,0,0,4328.6459,4328.6459
2,07:00,31.60166664,71.11499977,442.2333333,2.113283233,123.39999999999998,617.0,13394.3589,17723.0048,0,0,0,0,13394.3589,17723.0048
2,08:00,32.65499973,68.06833344,441.8666667,2.103583761,123.39999999999998,740.4,18249.0018,35972.0066,0,0,0,0,18249.0018,35972.0066
2,09:00,32.40166702,67.62500051,467.2,2.100810047,123.39999999999998,863.8,18564.6,54536.6066,0,0,0,0,18564.6,54536.6066
2,10:00,32.37000084,67.85666644,494.6333333,2.100707944,123.40000000000008,987.2,18564.60000000001,73101.2066,0,0,0,0,18564.60000000001,73101.2066
2,11:00,32.37500095,67.48666763,524.7333333,2.100010276,123.39999999999986,1110.6,18255.189999999988,91356.3966,0,0,0,0,18255.189999999988,91356.3966
2,12:00,32.35166709,67.21883343,555.9833333,2.099925188,123.40000000000008,1234.0,18255.19,109611.5866,0,0,0,0,18255.19,109611.5866
