DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,00:00,16.52000008,65.65500043,473.7333333,1.164031076,1293.66,1293.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,01:00,16.46964274,65.99642972,477.4642857,1.163974363,0.0,1293.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,02:00,16.53000011,66.05500031,484.3333333,1.16594849,1351.53,2645.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,03:00,16.39666627,66.27000008,491.1333333,1.168636374,0.0,2645.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,04:00,16.30333312,66.64666697,493.25,1.174947363,1364.39,4009.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,05:00,16.20666676,66.9983326,492.75,1.178230461,0.0,4009.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,06:00,16.73333327,66.02366662,481.3166667,1.17773843,1415.83,5425.41,4158.4704,4158.4704,173.754,173.754,164.4825,164.4825,4496.7069,4496.7069
0,07:00,17.61694911,63.16305126,475.8644068,1.170536946,0.0,5425.41,13292.253599999998,17450.724,666.8844,840.6384,631.2995000000001,795.782,14590.437499999996,19087.1444
0,08:00,20.23666658,61.94349974,471.1,1.172477065,1876.1900000000005,7301.6,18245.9077,35696.6317,974.6772,1815.3156,1326.8255,2122.6075,20547.4104,39634.5548
0,09:00,25.01416643,61.26721864,469.7333333,1.167101282,1415.83,8717.43,18255.19,53951.8217,976.332,2791.6476,2244.7945,4367.402,21476.3165,61110.8713
0,10:00,26.85555553,64.77777735,464.4444444,1.16322726,717.5599999999995,9434.99,18255.19,72207.0117,1012.7376000000004,3804.3852,2804.035,7171.437,22071.962600000013,83182.83390000001
0,11:00,26.91999985,39.36500003,438.3833333,1.197591585,1383.6800000000003,10818.67,18255.19,90462.2017,1164.9792000000002,4969.3644,2951.286,10122.723,22371.4552,105554.2891
0,12:00,26.89666659,39.48666649,421.15,1.1898396,1454.41,12273.08,18255.189999999988,108717.3917,1323.8399999999992,6293.2044,3101.67,13224.393,22680.699999999983,128234.9891
0,13:00,27.13833326,41.25333341,420.0333333,1.182581721,2152.6800000000003,14425.76,18255.19,126972.5817,1495.9392000000007,7789.1436,3264.586,16488.979,23015.71519999999,151250.70429999998
0,14:00,27.14833326,42.1916666,421.25,1.179276232,1525.1399999999994,15950.9,18255.190000000017,145227.7717,1649.8355999999994,9438.9792,3410.2705000000024,19899.2495,23315.29610000004,174566.00040000002
