내부온도관측치0,내부온도관측치1,내부온도관측치2,내부온도관측치3,내부온도관측치4,내부온도관측치5,내부온도관측치6,내부온도관측치7,내부온도관측치8,내부온도관측치9,내부온도관측치10,내부온도관측치11,내부온도관측치12,내부온도관측치13,내부온도관측치14,내부온도관측치15,내부온도관측치16,내부온도관측치17,내부온도관측치18,내부온도관측치19,내부온도관측치20,내부온도관측치21,내부온도관측치22,내부온도관측치23,내부습도관측치0,내부습도관측치1,내부습도관측치2,내부습도관측치3,내부습도관측치4,내부습도관측치5,내부습도관측치6,내부습도관측치7,내부습도관측치8,내부습도관측치9,내부습도관측치10,내부습도관측치11,내부습도관측치12,내부습도관측치13,내부습도관측치14,내부습도관측치15,내부습도관측치16,내부습도관측치17,내부습도관측치18,내부습도관측치19,내부습도관측치20,내부습도관측치21,내부습도관측치22,내부습도관측치23,co2관측치0,co2관측치1,co2관측치2,co2관측치3,co2관측치4,co2관측치5,co2관측치6,co2관측치7,co2관측치8,co2관측치9,co2관측치10,co2관측치11,co2관측치12,co2관측치13,co2관측치14,co2관측치15,co2관측치16,co2관측치17,co2관측치18,co2관측치19,co2관측치20,co2관측치21,co2관측치22,co2관측치23,ec관측치0,ec관측치1,ec관측치2,ec관측치3,ec관측치4,ec관측치5,ec관측치6,ec관측치7,ec관측치8,ec관측치9,ec관측치10,ec관측치11,ec관측치12,ec관측치13,ec관측치14,ec관측치15,ec관측치16,ec관측치17,ec관측치18,ec관측치19,ec관측치20,ec관측치21,ec관측치22,ec관측치23,시간당분무량0,시간당분무량1,시간당분무량2,시간당분무량3,시간당분무량4,시간당분무량5,시간당분무량6,시간당분무량7,시간당분무량8,시간당분무량9,시간당분무량10,시간당분무량11,시간당분무량12,시간당분무량13,시간당분무량14,시간당분무량15,시간당분무량16,시간당분무량17,시간당분무량18,시간당분무량19,시간당분무량20,시간당분무량21,시간당분무량22,시간당분무량23,시간당백색광량0,시간당백색광량1,시간당백색광량2,시간당백색광량3,시간당백색광량4,시간당백색광량5,시간당백색광량6,시간당백색광량7,시간당백색광량8,시간당백색광량9,시간당백색광량10,시간당백색광량11,시간당백색광량12,시간당백색광량13,시간당백색광량14,시간당백색광량15,시간당백색광량16,시간당백색광량17,시간당백색광량18,시간당백색광량19,시간당백색광량20,시간당백색광량21,시간당백색광량22,시간당백색광량23,시간당적색광량0,시간당적색광량1,시간당적색광량2,시간당적색광량3,시간당적색광량4,시간당적색광량5,시간당적색광량6,시간당적색광량7,시간당적색광량8,시간당적색광량9,시간당적색광량10,시간당적색광량11,시간당적색광량12,시간당적색광량13,시간당적색광량14,시간당적색광량15,시간당적색광량16,시간당적색광량17,시간당적색광량18,시간당적색광량19,시간당적색광량20,시간당적색광량21,시간당적색광량22,시간당적색광량23,시간당청색광량0,시간당청색광량1,시간당청색광량2,시간당청색광량3,시간당청색광량4,시간당청색광량5,시간당청색광량6,시간당청색광량7,시간당청색광량8,시간당청색광량9,시간당청색광량10,시간당청색광량11,시간당청색광량12,시간당청색광량13,시간당청색광량14,시간당청색광량15,시간당청색광량16,시간당청색광량17,시간당청색광량18,시간당청색광량19,시간당청색광량20,시간당청색광량21,시간당청색광량22,시간당청색광량23
20.47551003,57.14625011,444.8367347,2.548113774,1120.05,0.0,496.44,0.0,20.04038466,61.24095261,447.5576923,2.552471629,0.0,0.0,0.0,0.0,19.88431343,61.29880002,449.9019608,2.55992787,2030.51,0.0,0.0,0.0,21.92372885,57.91005988,442.7966102,2.551349106,0.0,0.0,4633.4400000000005,0.0,24.99230774,49.26538475,434.8461538,2.53771776,0.0,0.0,8439.48,0.0,24.96938764,49.16448966,441.3469388,2.518902044,1383.6799999999998,0.0,7943.040000000001,0.0,25.13265314,49.39255331,443.4489796,2.515043852,730.4200000000001,0.0,8108.519999999997,0.0,25.28888868,49.60377768,440.0740741,2.513436472,1357.96,0.0,8770.440000000002,0.0,24.89818174,50.34072736,430.6,2.518998879,1345.1000000000004,0.0,9101.4,0.0,25.00869552,49.17456546,420.4565217,2.520812071,0.0,0.0,7777.559999999998,0.0,25.09818171,48.48000024,416.4909091,2.526237163,1338.6699999999992,0.0,8604.96,0.0,25.01296287,49.7722221,416.7962963,2.53759102,1435.1200000000008,0.0,8935.919999999998,0.0,25.16226373,52.64339627,419.3962264,2.509891209,1390.1100000000006,0.0,8770.440000000002,0.0,25.91914887,53.12978736,411.893617,2.481663019,1435.119999999999,0.0,7612.080000000002,0.0,26.14042542,54.12978736,405.9787234,2.475938067,0.0,0.0,7943.039999999994,0.0,26.23541661,54.24999984,404.25,2.46908924,1473.7000000000007,0.0,8439.48000000001,0.0,26.31666663,54.34500008,403.8166667,2.466526083,1447.9799999999975,0.0,9928.799999999988,0.0,26.36842105,54.29927277,405.7192982,2.458554724,1473.7000000000007,0.0,8935.920000000013,0.0,26.28800003,52.67479167,413.22,2.466656117,1486.5600000000013,0.0,7943.039999999994,0.0,26.09482752,50.68410904,420.0689655,2.484556659,769.0,0.0,9266.880000000005,0.0,25.96964288,47.74285725,430.6428571,2.501588809,769.0,0.0,9266.880000000005,0.0,25.77499984,45.14615396,439.9230769,2.509652729,0.0,0.0,8439.479999999981,0.0,24.930909,44.30727282,445.2727273,2.516943797,762.5699999999997,0.0,8604.960000000021,0.0,25.01666657,42.95500011,448.9833333,2.522624119,769.0,0.0,9763.319999999978,0.0
20.6608696,55.56564124,452.3695652,2.528531448,762.57,0.0,330.96,0.0,20.0961537,62.16153573,461.4807692,2.546527762,0.0,0.0,0.0,0.0,20.0755101,64.92154805,461.5918367,2.555687092,608.2499999999999,0.0,0.0,0.0,22.10392144,58.282762,449.8039216,2.554161698,0.0,0.0,3806.04,0.0,24.93023256,44.46279029,431.6511628,2.55539231,1396.5400000000002,0.0,6950.16,0.0,24.96470593,41.84901952,436.9803922,2.551651281,1338.6699999999996,0.0,8439.48,0.0,24.86511621,40.75813941,441.4418605,2.553019612,0.0,0.0,6784.68,0.0,25.02549011,41.97254891,441.8823529,2.554200939,1351.5300000000009,0.0,7943.040000000001,0.0,25.38113184,45.19811364,438.5283019,2.535577189,1428.6899999999996,0.0,8770.440000000002,0.0,25.97727273,44.30681784,425.4772727,2.501376027,0.0,0.0,7446.5999999999985,0.0,26.67083327,43.75208354,417.9583333,2.455252305,1486.5599999999995,0.0,7777.559999999998,0.0,28.14615382,42.18461572,406.4807692,2.410453741,1486.5600000000013,0.0,8439.480000000003,0.0,29.70222215,40.59333344,399.5777778,2.374785418,0.0,0.0,7446.599999999991,0.0,30.69148924,40.54468074,400.6170213,2.355693919,1364.3899999999994,0.0,7943.040000000008,0.0,31.10943438,40.55849032,403.7735849,2.344980199,762.5699999999997,0.0,8439.479999999996,0.0,31.11489385,39.6404255,405.8297872,2.338306371,408.9200000000001,0.0,7115.639999999999,0.0,30.635294,38.34117613,406.0980392,2.341792467,1531.5699999999997,0.0,8439.479999999996,0.0,28.63148131,39.57037036,403.0,2.392108493,1235.7900000000009,0.0,8604.960000000006,0.0,26.35217381,38.87608702,410.1304348,2.472951671,769.0,0.0,7281.119999999995,0.0,25.95833333,35.12708322,419.4166667,2.520811121,0.0,0.0,7943.040000000008,0.0,25.11111101,32.71481457,422.5185185,2.541165921,1473.7000000000007,0.0,8770.439999999988,0.0,25.0799998,31.27555542,424.8222222,2.552720785,1512.2799999999988,0.0,7777.559999999998,0.0,24.92291661,29.96250002,428.9166667,2.562030166,1473.7000000000007,0.0,7943.040000000008,0.0,24.9199998,29.05272723,429.7090909,2.568666358,1512.2799999999988,0.0,9266.880000000005,0.0
19.86170205,42.79361705,435.5106383,2.582880954,588.96,0.0,165.48,0.0,19.03555548,45.89777798,445.0888889,2.586840789,0.0,0.0,0.0,0.0,19.1188678,45.34905653,454.0566038,2.588892995,1390.11,0.0,0.0,0.0,21.56181807,38.06545438,447.6,2.586616568,0.0,0.0,4633.4400000000005,0.0,24.58139517,28.58604666,438.627907,2.567395438,769.0000000000002,0.0,6950.16,0.0,24.44716975,27.90377376,442.6415094,2.574776074,1402.9699999999998,0.0,8439.480000000001,0.0,24.47169804,28.018868,448.5471698,2.576531257,1415.83,0.0,8604.96,0.0,24.57872334,29.9595744,454.7021277,2.577368894,0.0,0.0,7777.560000000001,0.0,25.0346153,32.73461533,451.1153846,2.576112394,1447.9800000000005,0.0,8604.96,0.0,25.08333333,32.39907413,460.4444444,2.570284698,769.0,0.0,8935.919999999998,0.0,26.01063822,31.16021269,504.6382979,2.523227098,1447.9799999999996,0.0,7446.5999999999985,0.0,26.79591817,32.43061206,472.8571429,2.476237774,1428.6900000000005,0.0,7777.559999999998,0.0,27.9438595,33.7543859,429.2982456,2.456097929,769.0,0.0,9101.400000000009,0.0,28.41249967,33.99999936,435.125,2.444166099,1345.1000000000004,0.0,8108.519999999989,0.0,28.37551031,34.91632703,439.3877551,2.443617071,1512.2799999999988,0.0,7943.040000000008,0.0,27.86097554,36.54146381,435.6585366,2.451857637,0.0,0.0,7115.639999999999,0.0,27.17608701,37.17173891,433.1956522,2.467124068,1525.1400000000012,0.0,7943.039999999994,0.0,26.22931023,37.07931012,440.0344828,2.51082216,762.5699999999997,0.0,9101.400000000009,0.0,25.8945453,34.82727266,435.0727273,2.549534139,1512.2799999999988,0.0,9101.399999999994,0.0,25.13035699,35.33928571,437.5357143,2.56730238,762.5699999999997,0.0,9101.399999999994,0.0,24.95666653,35.54000015,441.9333333,2.57687157,762.5699999999997,0.0,9597.839999999997,0.0,24.86999995,34.48666649,445.7166667,2.586357351,1171.4900000000016,0.0,9763.320000000009,0.0,24.94166648,33.84000003,450.7666667,2.591508766,1216.5,0.0,9928.800000000016,0.0,24.92413781,33.36896568,453.2413793,2.594757882,1210.0699999999997,0.0,9763.319999999978,0.0
20.08965505,46.19137922,458.362069,2.608623575,653.26,0.0,165.48,0.0,19.12363618,50.1690911,469.3090909,2.614514776,0.0,0.0,0.0,0.0,19.02105258,49.5070173,472.0175439,2.614279542,0.0,0.0,0.0,0.0,21.30833317,42.79333344,463.0166667,2.608963283,0.0,0.0,4467.96,0.0,24.56333323,31.46333316,447.3166667,2.596193294,1428.6899999999998,0.0,9597.84,0.0,24.73333321,31.21000001,443.1666667,2.589341517,762.5700000000002,0.0,9763.319999999998,0.0,24.72833328,31.19500004,450.4333333,2.590708514,1441.5499999999995,0.0,9763.32,0.0,24.75333322,33.73833329,455.9333333,2.594259441,1460.84,0.0,9763.32,0.0,25.02666648,37.58666668,451.3833333,2.586574086,769.0,0.0,9597.840000000004,0.0,25.36603755,37.6999999,448.3773585,2.557262029,1261.5100000000002,0.0,8439.479999999996,0.0,26.13333338,37.78444451,452.3111111,2.53040389,1525.1399999999994,0.0,7115.639999999999,0.0,26.97962962,38.92222214,448.6666667,2.492116116,1300.09,0.0,8770.440000000002,0.0,28.3458335,34.89791671,424.9166667,2.472235888,1158.630000000001,0.0,7943.039999999994,0.0,26.12352928,24.60392137,424.7254902,2.547179507,0.0,0.0,8274.0,0.0,26.19374986,27.70208315,423.2083333,2.581035088,1165.0599999999995,0.0,7446.600000000006,0.0,26.29183676,30.18775512,421.8163265,2.5813877,1190.7800000000009,0.0,8108.520000000004,0.0,26.33137258,32.79803912,421.7254902,2.5708131,1184.3499999999983,0.0,7943.039999999994,0.0,26.34090896,42.32954528,425.2954545,2.521176739,1319.3799999999992,0.0,7115.639999999999,0.0,26.312245,43.57142857,425.9795918,2.52900669,769.0,0.0,7777.560000000012,0.0,26.06037716,43.20188652,426.6981132,2.551184992,1184.3500000000022,0.0,8604.959999999992,0.0,25.94255318,40.62127669,432.8297872,2.578560672,1280.7999999999993,0.0,7777.559999999998,0.0,25.6288887,39.06000044,430.5555556,2.592175632,0.0,0.0,7612.080000000016,0.0,24.87407412,39.38888903,428.6296296,2.602681999,1306.5200000000004,0.0,8935.919999999984,0.0,25.07916669,39.05208341,440.6666667,2.608792459,1306.5200000000004,0.0,7612.080000000016,0.0
20.92558142,51.78837204,450.9302326,2.609848394,769.0,0.0,165.48,0.0,20.12199989,58.07400017,461.06,2.621236544,0.0,0.0,0.0,0.0,20.18048775,57.62438993,458.3658537,2.625756665,0.0,0.0,0.0,0.0,22.5813953,51.99069764,445.8604651,2.626829552,0.0,0.0,3144.12,0.0,24.9137255,42.00588226,424.0,2.628965579,1190.78,0.0,7943.039999999999,0.0,24.8619046,41.22857157,425.3571429,2.628508908,0.0,0.0,6950.16,0.0,24.80212776,41.21489375,428.2340426,2.626956346,1300.09,0.0,7777.560000000001,0.0,25.04599995,43.68399994,430.44,2.626057816,1229.3599999999997,0.0,7777.559999999998,0.0,25.27826085,47.01086932,430.3695652,2.625056738,1505.8500000000004,0.0,7115.639999999999,0.0,25.99411755,48.36274502,430.7843137,2.616785952,1248.6499999999996,0.0,8604.96,0.0,26.17872336,45.96808519,441.4680851,2.577156067,1345.1000000000004,0.0,7281.120000000003,0.0,26.65555543,46.51111111,434.8444444,2.52702526,769.0,0.0,6950.160000000004,0.0,27.88400002,45.70599998,413.42,2.49184268,1216.5,0.0,8439.479999999996,0.0,27.99583316,39.08333317,412.625,2.508287003,1709.0100000000002,0.0,3971.520000000004,0.0,26.19374986,27.70208315,423.2083333,2.581035088,0.0,0.0,0.0,0.0,26.29183676,30.18775512,421.8163265,2.5813877,0.0,0.0,0.0,0.0,26.33137258,32.79803912,421.7254902,2.5708131,0.0,0.0,0.0,0.0,25.99024373,48.20243919,427.3414634,2.636466846,0.0,0.0,6619.199999999997,0.0,25.98275839,52.00344816,426.2586207,2.632267718,1631.8500000000004,0.0,9763.320000000009,0.0,25.84499982,52.54666678,422.6,2.631852671,1351.5299999999988,0.0,9763.319999999992,0.0,25.83636343,51.02545437,427.2,2.633574325,1351.5300000000009,0.0,9763.320000000009,0.0,25.29830503,51.35932198,430.4576271,2.636303586,1345.0999999999983,0.0,9763.319999999992,0.0,24.82499987,51.3033336,425.05,2.637054062,1351.5300000000025,0.0,9763.320000000009,0.0,24.9741379,50.31724193,426.3965517,2.640890602,1409.3999999999978,0.0,9763.320000000009,0.0
20.67666661,59.38233302,438.6,2.636653841,441.07,0.0,165.48,0.0,20.09333324,65.7719555,457.0666667,2.647423395,0.0,0.0,0.0,0.0,20.00166664,70.30534933,467.1,2.654975287,1229.36,0.0,0.0,0.0,22.24909085,65.80950381,454.9152542,2.652544975,0.0,0.0,4467.96,0.0,25.0233332,51.19833349,422.2,2.65262471,1235.7899999999995,0.0,9763.32,0.0,24.95499996,50.81666654,424.85,2.653258193,1901.9100000000003,0.0,9763.320000000002,0.0,24.97118643,50.53389805,426.8644068,2.653443551,1319.38,0.0,9763.32,0.0,24.99166667,50.52166653,428.3666667,2.65379167,1242.2199999999991,0.0,9763.32,0.0,25.14666653,50.5,428.4833333,2.653975042,1325.8100000000013,0.0,9763.32,0.0,24.95333312,50.85299975,489.25,2.655775503,1300.0899999999983,0.0,9763.32,0.0,24.91333326,53.13333359,506.3333333,2.656392312,1280.800000000001,0.0,9763.319999999992,0.0,24.75833343,53.28166644,473.15,2.659526455,1599.699999999999,0.0,9763.320000000009,0.0,24.74237303,53.16779644,471.2881356,2.661666005,769.0,0.0,9763.320000000009,0.0,24.56333357,53.6383344,437.5833333,2.662577319,762.5700000000015,0.0,9763.319999999992,0.0,24.55185198,53.84814891,468.6666667,2.662438384,1441.5499999999993,0.0,4467.960000000006,0.0,26.49322028,56.37457625,420.3220339,2.599141234,0.0,0.0,0.0,0.0,26.05762705,55.46610163,408.5254237,2.622503297,0.0,0.0,0.0,0.0,25.80344822,52.71206869,408.7758621,2.648754745,0.0,0.0,0.0,0.0,26.08499997,47.97333336,421.8166667,2.6653947,0.0,0.0,0.0,0.0,26.28942487,49.94899962,469.6122449,2.390150829,1165.0600000000013,0.0,8108.519999999989,0.0,26.39902024,51.7077467,433.3,2.65376336,1460.84,0.0,9763.320000000009,0.0,28.53709269,48.83947158,417.5833333,2.649733982,2004.7899999999968,0.0,9763.320000000009,0.0,26.97842843,44.87299784,413.0166667,2.644342511,1377.25,0.0,9763.319999999978,0.0,25.46101683,47.31864405,422.3559322,2.66851527,1460.84,0.0,9763.320000000009,0.0
20.16271184,61.13756218,443.8983051,2.672949999,691.84,0.0,165.48,0.0,19.89999962,63.40000153,459.0,2.691334724,0.0,0.0,0.0,0.0,22.63499982,70.54333331,490.0833333,2.89152054,0.0,0.0,0.0,0.0,24.14333354,73.08150012,469.5333333,2.910508811,0.0,0.0,0.0,0.0,26.40333322,71.19166667,388.8333333,2.931630993,0.0,0.0,0.0,0.0,26.30666663,71.06833331,373.55,2.934565091,0.0,0.0,0.0,0.0,26.19499985,70.94833323,380.3666667,2.943817492,0.0,0.0,0.0,0.0,26.49999997,71.31833305,382.1333333,2.923145413,0.0,0.0,0.0,0.0,26.97288125,71.2830508,387.1694915,2.857564712,0.0,0.0,0.0,0.0,28.05555577,43.71111128,520.8888889,1.994994938,0.0,0.0,1323.84,0.0,26.21833321,53.9600001,450.4333333,2.636820559,1267.94,0.0,9763.32,0.0,26.67586192,61.27586227,417.9655172,2.536811714,769.0000000000002,0.0,9597.84,0.0,27.51333332,62.20166658,402.1,2.508553771,769.0,0.0,9763.32,0.0,27.3899998,61.2733331,405.7166667,2.507986927,1280.7999999999995,0.0,9763.320000000003,0.0,26.49827576,59.30689667,419.0,2.561956204,0.0,0.0,9763.32,0.0,26.49322028,56.37457625,420.3220339,2.599141234,1197.21,0.0,9763.32,0.0,26.05762705,55.46610163,408.5254237,2.622503297,1248.6499999999996,0.0,9763.32,0.0,25.80344822,52.71206869,408.7758621,2.648754745,769.0,0.0,9763.319999999992,0.0,26.08499997,47.97333336,421.8166667,2.6653947,595.3900000000003,0.0,9597.840000000013,0.0,25.77666648,46.98166695,425.45,2.690451264,2036.9400000000005,0.0,9597.839999999997,0.0,25.13333333,45.27000046,430.3166667,2.706538812,1882.619999999999,0.0,9763.319999999992,0.0,26.3333334,43.23833326,434.0833333,2.699853726,1361.7900000000009,0.0,9597.840000000013,0.0,25.71333329,41.97833335,437.7666667,2.709039501,769.0,0.0,9763.319999999992,0.0,26.08833319,41.41166674,437.3666667,2.711606848,1203.6399999999994,0.0,9763.320000000009,0.0
20.47457617,53.80338979,454.8644068,2.721647844,402.49,0.0,165.48,0.0,19.23999993,54.25999996,470.2,2.733688722,730.4200000000001,0.0,0.0,0.0,19.60999982,54.71333332,472.45,2.732728954,0.0,0.0,0.0,0.0,22.23333317,48.79499995,460.3333333,2.723126443,1351.53,0.0,4798.92,0.0,26.07166662,41.05333309,433.9333333,2.693652105,1351.5299999999995,0.0,9763.32,0.0,26.42241376,41.22241375,437.0344828,2.685522976,1177.9200000000003,0.0,9597.840000000002,0.0,26.39000006,41.29666678,440.0666667,2.696386151,1473.6999999999998,0.0,9597.84,0.0,26.43333317,44.28333308,442.2833333,2.697803195,1766.8799999999992,0.0,9763.32,0.0,24.97796615,48.48474587,422.0847458,2.71240813,723.9899999999998,0.0,9101.4,0.0,26.01166658,52.31333345,397.0666667,2.701254074,1229.3600000000006,0.0,9763.32,0.0,26.1066666,58.34166648,395.9833333,2.658076143,769.0,0.0,9763.319999999992,0.0,26.45833317,61.60500005,394.0833333,2.621849986,1370.8199999999997,0.0,9763.320000000009,0.0,26.61499999,62.53499985,395.0833333,2.600677788,1435.1200000000008,0.0,9597.839999999997,0.0,26.61355924,62.63389859,393.6440678,2.589562461,1467.2700000000004,0.0,9763.320000000009,0.0,26.45999991,62.73166656,396.0,2.599694208,1377.2499999999982,0.0,9763.319999999992,0.0,26.64237281,62.67118661,399.3728814,2.598446115,730.4200000000019,0.0,9432.36,0.0,26.46551711,62.20689681,398.2586207,2.610037721,1415.829999999998,0.0,9763.320000000009,0.0,26.30833337,60.50166664,401.4666667,2.648973791,1165.0600000000013,0.0,9597.839999999982,0.0,25.88499985,56.79166686,409.15,2.691234795,1171.4900000000016,0.0,9763.320000000009,0.0,26.2049998,52.82833354,421.9,2.709389528,769.0,0.0,9597.839999999997,0.0,25.64666653,49.31333364,427.3166667,2.743365113,1171.489999999998,0.0,9763.320000000009,0.0,25.67166653,48.86000042,430.8,2.746382511,769.0,0.0,9763.320000000009,0.0,25.84406759,46.97288125,435.7118644,2.755470268,1235.7900000000009,0.0,9763.320000000009,0.0,26.39824549,46.0070175,436.0350877,2.759036725,1940.489999999998,0.0,9432.359999999986,0.0
20.19999997,56.63833345,465.2666667,2.776690455,408.92,0.0,165.48,0.0,19.9316666,56.95016637,479.5833333,2.783342258,0.0,0.0,0.0,0.0,19.28666658,56.43666662,479.65,2.787876785,1422.26,0.0,0.0,0.0,23.54827578,49.79568956,466.7758621,2.76452638,0.0,0.0,4467.96,0.0,25.97999992,45.29666646,437.7166667,2.751050425,1786.1699999999998,0.0,9763.32,0.0,26.43965517,42.56379299,435.5517241,2.759490585,0.0,0.0,9763.320000000002,0.0,26.61166649,42.4933335,435.25,2.757168702,1901.9100000000003,0.0,9432.36,0.0,26.22666655,46.55499967,433.1166667,2.763370323,1377.25,0.0,9597.839999999997,0.0,24.92499971,51.54333344,407.1833333,2.784059068,769.0,0.0,9597.840000000004,0.0,25.65333316,57.30333328,386.5,2.779891272,1460.84,0.0,9763.32,0.0,26.07999992,61.74833349,383.5,2.718625315,769.0,0.0,9763.319999999992,0.0,26.63620692,64.58758639,385.3965517,2.648340871,1934.0599999999995,0.0,9432.36,0.0,26.52666636,64.6266669,388.8833333,2.611230584,1454.41,0.0,9763.320000000009,0.0,26.69660995,64.08982972,387.4915254,2.592020722,769.0,0.0,9763.319999999992,0.0,26.6083334,63.9333334,387.7166667,2.588624632,595.3899999999994,0.0,9763.320000000009,0.0,26.52881348,63.04949133,401.8305085,2.619078648,1473.7000000000007,0.0,9597.839999999997,0.0,26.5216665,64.23600007,399.0,2.635670292,1280.7999999999993,0.0,9763.320000000009,0.0,26.65166651,65.64833323,392.9666667,2.612264192,1428.6900000000023,0.0,9763.319999999992,0.0,26.53666658,65.83833364,393.35,2.636970631,1390.109999999997,0.0,9763.320000000009,0.0,26.45862056,65.48224169,401.1724138,2.702613621,2171.970000000001,0.0,9266.880000000005,0.0,26.14333321,64.28399984,412.3333333,2.748783171,769.0,0.0,9597.839999999997,0.0,26.03499988,62.77266697,421.9,2.777790757,1255.0800000000015,0.0,9763.320000000009,0.0,25.58666668,60.52083314,429.9,2.799479783,769.0,0.0,9763.319999999978,0.0,25.71694917,57.8745759,432.3050847,2.81563849,769.0,0.0,9763.320000000009,0.0
20.4999999,64.65379656,462.8245614,2.817788931,447.5,0.0,496.44,0.0,19.96896537,67.85120717,498.6724138,2.829508855,743.28,0.0,0.0,0.0,19.82203387,68.50932178,507.3050847,2.837813826,0.0,0.0,0.0,0.0,22.69833323,66.63536662,485.2666667,2.82702028,1216.5000000000002,0.0,4302.4800000000005,0.0,26.3719296,55.57617484,428.4561404,2.813366702,769.0,0.0,9763.32,0.0,25.34999987,54.28333346,426.1166667,2.821018704,1197.2099999999996,0.0,9763.320000000002,0.0,25.73499997,54.85333341,430.3166667,2.814100301,1306.5200000000004,0.0,9763.319999999996,0.0,26.04999989,58.1275861,432.3448276,2.807951549,2951.23,0.0,9597.840000000004,0.0,26.10166658,65.50666669,408.2833333,2.778090858,1242.2199999999991,0.0,9763.32,0.0,26.56379302,65.59948286,447.2586207,2.704234764,1287.2300000000014,0.0,9763.32,0.0,26.42241373,65.19827593,421.137931,2.765647354,1325.8099999999995,0.0,9763.319999999992,0.0,26.47999986,67.14483336,399.35,2.786443039,0.0,0.0,9597.840000000013,0.0,26.50517237,66.97758596,381.8103448,2.788463699,1390.1100000000006,0.0,9763.319999999992,0.0,26.38965515,66.54000022,371.6724138,2.804329872,762.5699999999997,0.0,9763.320000000009,0.0,26.14137922,66.63672414,369.2758621,2.816177792,1351.5299999999988,0.0,9597.839999999997,0.0,26.40999988,67.96533307,375.7666667,2.799763143,1229.3600000000006,0.0,9763.320000000009,0.0,26.39999987,67.97166684,374.0333333,2.797112497,1216.5,0.0,9597.839999999997,0.0,26.33499988,68.18883303,378.8666667,2.816517552,1242.2200000000012,0.0,9763.320000000009,0.0,26.48596486,67.76596435,389.3157895,2.774637302,1312.9500000000007,0.0,9763.319999999978,0.0,26.15999991,66.92923517,402.7,2.785942876,1377.25,0.0,9597.840000000026,0.0,25.84499979,65.59116722,411.55,2.821552181,1364.3899999999994,0.0,9597.839999999997,0.0,25.68666655,64.12999986,413.2333333,2.845191705,2272.25,0.0,9597.839999999997,0.0,26.22666658,62.55444594,412.15,2.83957357,1216.5,0.0,9597.839999999997,0.0,25.85084741,60.95742958,408.3050847,2.847239947,1460.84,0.0,9597.839999999997,0.0
