DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량,시간당총광량,일간누적분무량,일간누적백색광량,일간누적적색광량,일간누적청색광량,일간누적총광량
0,00:00,16.256265883904454,17.70540477669271,17.9807328305303,8.0,30.47753678870952,33.43476661347807,26.293153922060903,29.204743002353226,88.9326635378922,30.47753678870952,33.43476661347807,26.293153922060903,29.204743002353226,88.9326635378922
0,01:00,40.0,48.08275953108127,78.77957642470855,8.0,25.549908240204072,30.68672105045116,91.5173157000858,82.24387731420765,204.44791406474462,56.02744502891359,64.12148766392923,117.81046962214671,111.44862031656088,293.38057760263683
0,02:00,40.0,100.0,541.9855610232065,8.0,401.3184353595297,554.4220205643595,731.9406932027345,404.2526785657236,1690.6153923328175,457.3458803884433,618.5435082282887,849.7511628248811,515.7012988822845,1983.9959699354542
0,03:00,0.9157956525035844,1.361951139740506,0.0,0.0,3.682337502257166,1.1756362995206722,0.1687799812717483,0.5163364504850063,1.8607527312774268,461.02821789070043,619.7191445278094,849.9199428061529,516.2176353327695,1985.8567226667317
0,04:00,0.0,0.0,1200.0,0.0,0.0,1775.5044122957936,1052.6985804367823,0.0,2828.2029927325757,461.02821789070043,2395.223556823603,1902.6185232429352,516.2176353327695,4814.059715399308
0,05:00,0.0,0.000379079058371,17.450739969131064,8.0,3000.0,18264.27467521672,20884.853740362712,2012.3593697346805,41161.48778531411,3461.0282178907005,20659.49823204032,22787.472263605647,2528.57700506745,45975.547500713416
0,06:00,0.0,0.0,0.0,8.0,0.0,260.894796596356,0.0,0.0004932850448184,260.8952898814008,3461.0282178907005,20920.393028636678,22787.472263605647,2528.577498352495,46236.44279059482
0,07:00,0.0,0.0,149.48181855658228,0.0,0.0,0.0,4660.763517505159,0.0,4660.763517505159,3461.0282178907005,20920.393028636678,27448.235781110805,2528.577498352495,50897.20630809998
0,08:00,22.839946884785505,26.21021156479197,14.893114624869028,8.0,29.370874517853046,26.43114378745172,25.965273216830035,23.2383931236892,75.63481012797095,3490.3990924085533,20946.82417242413,27474.201054327634,2551.815891476184,50972.84111822795
0,09:00,28.346534280181046,54.66010209452377,26.004807779343658,8.0,20.825156002364608,28.61295719912594,99.0755455546592,50.60041381039357,178.28891656417872,3511.224248410918,20975.437129623257,27573.276599882294,2602.4163052865774,51151.13003479213
0,10:00,40.0,100.0,444.5764216136748,8.0,569.6736358125224,553.806935238402,599.405166532233,634.4542593438257,1787.6663611144606,4080.89788422344,21529.244064861658,28172.681766414527,3236.8705646304034,52938.79639590659
0,11:00,0.6474756016119485,2.1808911841883614,1.4186863160603682,1.401953746783026,4.083154689047981,0.2742338683656118,4.081541787561393,0.0,4.355775655927005,4084.981038912488,21529.51829873002,28176.763308202088,3236.8705646304034,52943.15217156251
0,12:00,40.0,100.0,756.3139957027806,8.0,0.0,188.675269419051,283.5809903212396,968.4116821274084,1440.667941867699,4084.981038912488,21718.193568149072,28460.344298523327,4205.282246757812,54383.820113430214
0,13:00,0.0016889799122968,0.0,1200.0,8.0,3000.0,18935.72060892667,18513.309138538407,0.0,37449.02974746507,7084.981038912489,40653.91417707574,46973.65343706173,4205.282246757812,91832.84986089528
0,14:00,0.0006660466611837,0.0,1200.0,0.0,0.0,386.4915703908466,147.63456418550354,0.0005190894976936,534.1266536658479,7084.981038912489,41040.40574746659,47121.28800124723,4205.28276584731,92366.97651456113
0,15:00,0.0007464431569443,0.00153808562527,0.0,0.0,867.7976987708953,445.6123530214,617.572114401082,0.0,1063.184467422482,7952.778737683384,41486.01810048799,47738.86011564831,4205.28276584731,93430.16098198362
0,16:00,34.13245654695962,21.79706657044412,42.29022363445585,8.0,35.00280750664055,28.698797458632345,22.08921410621783,17.02681852504072,67.8148300898909,7987.781545190024,41514.71689794662,47760.949329754534,4222.30958437235,93497.9758120735
0,17:00,38.46562291544807,69.87437693478415,8.305656368664707,8.0,39.58144614163412,54.84717372983936,94.14448492870868,53.88324037973753,202.87489903828555,8027.362991331658,41569.56407167646,47855.09381468324,4276.192824752088,93700.8507111118
0,18:00,40.0,100.0,609.4096480582002,8.0,646.0777829459129,645.0665793128528,388.1619625910864,608.3822367515654,1641.6107786555046,8673.440774277571,42214.63065098931,48243.25577727433,4884.575061503654,95342.4614897673
0,19:00,0.6702784428602033,0.7842233997349326,0.0,1.1812461884566807,2.43853961971072,2.4911792732328952,1.3814553552564064,2.973696083411194,6.846330711900496,8675.879313897281,42217.12183026254,48244.63723262959,4887.548757587066,95349.3078204792
0,20:00,28.25172556750174,20.92159129150628,1200.0,8.0,1111.3584974977243,0.0,402.4258023357562,74.44455253543441,476.8703548711906,9787.237811395005,42217.12183026254,48647.063034965344,4961.9933101225,95826.17817535039
0,21:00,0.0,0.0019024267783729,1200.0,8.0,3000.0,11119.83360887289,0.0,24.855480533020675,11144.68908940591,12787.237811395005,53336.95543913543,48647.063034965344,4986.84879065552,106970.86726475629
0,22:00,0.0017265233569903,0.0,1200.0,0.0,0.0,0.0,6.146608657654378,0.0016291073841923,6.14823776503857,12787.237811395005,53336.95543913543,48653.209643623,4986.8504197629045,106977.01550252133
0,23:00,0.0021253190767608,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,12787.237811395005,53336.95543913543,48653.209643623,4986.8504197629045,106977.01550252133
1,00:00,16.256265883904454,17.70540477669271,17.9807328305303,8.0,30.47753678870952,33.43476661347807,26.293153922060903,29.204743002353226,88.9326635378922,12817.715348183714,53370.39020574891,48679.50279754506,5016.055162765258,107065.94816605923
1,01:00,40.0,48.08275953108127,78.77957642470855,8.0,25.549908240204072,30.68672105045116,91.5173157000858,82.24387731420765,204.44791406474462,12843.265256423918,53401.07692679936,48771.02011324514,5098.299040079465,107270.39608012397
1,02:00,40.0,100.0,541.9855610232065,8.0,401.3184353595297,554.4220205643595,731.9406932027345,404.2526785657236,1690.6153923328175,13244.583691783448,53955.49894736372,49502.960806447874,5502.551718645189,108961.0114724568
1,03:00,0.9157956525035844,1.361951139740506,0.0,0.0,3.682337502257166,1.1756362995206722,0.1687799812717483,0.5163364504850063,1.8607527312774268,13248.266029285705,53956.67458366324,49503.129586429146,5503.068055095674,108962.87222518807
1,04:00,0.0,0.0,1200.0,0.0,0.0,1775.5044122957936,1052.6985804367823,0.0,2828.2029927325757,13248.266029285705,55732.17899595903,50555.828166865926,5503.068055095674,111791.07521792065
1,05:00,0.0,0.000379079058371,17.450739969131064,8.0,3000.0,18264.27467521672,20884.853740362712,2012.3593697346805,41161.48778531411,16248.266029285705,73996.45367117575,71440.68190722863,7515.4274248303545,152952.56300323474
1,06:00,0.0,0.0,0.0,8.0,0.0,260.894796596356,0.0,0.0004932850448184,260.8952898814008,16248.266029285705,74257.34846777211,71440.68190722863,7515.4279181154,153213.45829311613
1,07:00,0.0,0.0,149.48181855658228,0.0,0.0,0.0,4660.763517505159,0.0,4660.763517505159,16248.266029285705,74257.34846777211,76101.44542473379,7515.4279181154,157874.2218106213
1,08:00,22.839946884785505,26.21021156479197,14.893114624869028,8.0,29.370874517853046,26.43114378745172,25.965273216830035,23.2383931236892,75.63481012797095,16277.63690380356,74283.77961155957,76127.41069795062,7538.666311239089,157949.85662074925
1,09:00,28.346534280181046,54.66010209452377,26.004807779343658,8.0,20.825156002364608,28.61295719912594,99.0755455546592,50.60041381039357,178.28891656417872,16298.462059805925,74312.39256875869,76226.48624350528,7589.266725049482,158128.14553731342
1,10:00,40.0,100.0,444.5764216136748,8.0,569.6736358125224,553.806935238402,599.405166532233,634.4542593438257,1787.6663611144606,16868.135695618446,74866.1995039971,76825.89141003751,8223.720984393309,159915.81189842787
1,11:00,0.6474756016119485,2.1808911841883614,1.4186863160603682,1.401953746783026,4.083154689047981,0.2742338683656118,4.081541787561393,0.0,4.355775655927005,16872.218850307494,74866.47373786545,76829.97295182507,8223.720984393309,159920.1676740838
1,12:00,40.0,100.0,756.3139957027806,8.0,0.0,188.675269419051,283.5809903212396,968.4116821274084,1440.667941867699,16872.218850307494,75055.1490072845,77113.5539421463,9192.132666520718,161360.83561595148
1,13:00,0.0016889799122968,0.0,1200.0,8.0,3000.0,18935.72060892667,18513.309138538407,0.0,37449.02974746507,19872.218850307494,93990.86961621117,95626.8630806847,9192.132666520718,198809.86536341655
1,14:00,0.0006660466611837,0.0,1200.0,0.0,0.0,386.4915703908466,147.63456418550354,0.0005190894976936,534.1266536658479,19872.218850307494,94377.36118660202,95774.49764487021,9192.133185610215,199343.9920170824
1,15:00,0.0007464431569443,0.00153808562527,0.0,0.0,867.7976987708953,445.6123530214,617.572114401082,0.0,1063.184467422482,20740.01654907839,94822.97353962342,96392.06975927128,9192.133185610215,200407.1764845049
1,16:00,34.13245654695962,21.79706657044412,42.29022363445585,8.0,35.00280750664055,28.698797458632345,22.08921410621783,17.02681852504072,67.8148300898909,20775.01935658503,94851.67233708205,96414.1589733775,9209.160004135256,200474.99131459478
1,17:00,38.46562291544807,69.87437693478415,8.305656368664707,8.0,39.58144614163412,54.84717372983936,94.14448492870868,53.88324037973753,202.87489903828555,20814.600802726665,94906.5195108119,96508.30345830621,9263.043244514993,200677.86621363307
1,18:00,40.0,100.0,609.4096480582002,8.0,646.0777829459129,645.0665793128528,388.1619625910864,608.3822367515654,1641.6107786555046,21460.678585672576,95551.58609012475,96896.4654208973,9871.425481266559,202319.47699228858
