내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량,시간당총광량
27.11916687,75.737500065,531.675,1.3914695145,242.35499999999985,18255.18999999998,976.331999999999,0.0,19231.521999999975
27.894999985,75.93166688,518.28333335,1.383575187,245.5699999999997,18255.189999999988,976.331999999999,0.0,19231.521999999975
26.640000375,75.68083331,537.28333335,1.393319962,245.56999999999985,18100.484999999986,968.0579999999991,0.0,19068.542999999983
26.335832930000002,75.64500000999999,804.71666665,1.401997358,245.5699999999997,18255.189999999988,976.331999999999,0.0,19231.521999999975
26.752499945,76.23916625999999,541.0166666499999,1.4032445084999998,242.35500000000008,18255.18999999999,976.331999999999,0.0,19231.52199999998
26.640000375,75.68083331,537.28333335,1.393319962,242.35500000000008,18255.18999999999,976.331999999999,0.0,19231.52199999998
27.08906863,76.8341671,538.1500000000001,1.4037737515000002,245.57,18255.18999999998,976.331999999999,0.0,19231.521999999975
26.752499945,76.23916625999999,541.0166666499999,1.4032445084999998,242.35500000000008,17945.78,959.7839999999999,0.0,18905.564000000013
25.37416644,76.043333565,567.925,1.4166333645,245.57000000000002,18100.484999999986,968.0579999999991,0.0,19068.542999999976
25.530847465,76.04666678000001,540.5409604500001,1.4280741085,245.57,18255.18999999998,976.331999999999,0.0,19231.521999999975
25.433333124999997,76.2833334,735.3499999999999,1.4309656510000002,245.57000000000008,17945.780000000006,959.7839999999997,0.0,18905.564000000013
25.585833645,76.770833585,603.7750000000001,1.4326902874999998,242.3549999999999,18255.189999999988,976.331999999999,0.0,19231.521999999975
25.29833342,77.155000305,566.18333335,1.440432939,245.56999999999985,17803.451399999998,951.51,0.0,18754.134000000005
25.568333485,77.73333346,538.93333335,1.4370569775,203.77500000000006,18255.189999999984,976.331999999999,0.0,19231.521999999997
25.47583324,78.700833765,499.925,1.4401907395,226.27999999999986,18255.189999999995,976.331999999999,0.0,19231.52199999999
25.447499975,78.905000055,594.95833335,1.450868991,226.27999999999997,18100.484999999993,968.0579999999992,0.0,19068.542999999983
