DAT,predicted_weight_g
1,0.554853169797396
2,3.22885515816
3,3.38077828808951
4,3.55765921370225
5,3.84642716313491
6,3.90247528355758
7,3.91555623559894
8,3.92256537097722
9,4.16872834720565
10,5.21263324969509
11,6.30509123388874
12,10.3396561276676
13,10.8236939040659
14,12.5631976342994
15,14.9917842571601
16,18.6911797956369
17,23.9888473782488
18,34.1587023658076
19,38.7539393714966
20,48.266501087329
21,57.6813911062616
22,62.4717539187394
23,71.5745413326372
24,81.2614860218752
25,90.7797965098621
26,107.265379278905
27,121.692210349564
28,133.654588963286
