DAT,predicted_weight_g
1,1.47344060415988
2,1.51830761041714
3,1.61140637494838
4,1.70531744360481
5,1.99004897249432
6,2.52738374841961
7,3.29011312958104
8,4.08316417985216
9,4.29805061067676
10,4.32241981905604
11,5.53389240282463
12,5.44413265984046
13,6.00429884633148
14,6.0813089524389
15,6.33917287095631
16,6.9261513789876
17,7.15857789531539
18,7.2596891721525
19,7.69459782206843
20,9.85082511697977
21,10.019230411046
22,11.0660031740102
23,11.1195259445431
24,11.7830118292954
25,15.1774330346436
26,18.0938904615281
27,21.8954465007883
28,22.9313929190073
