DAT,predicted_weight_g
1,0.17107138054188
2,0.207125143543332
3,0.375799416269509
4,0.397850567912061
5,0.959476613115094
6,1.9316115331455
7,2.83790329615919
8,3.60880156677143
9,4.28353088024195
10,5.47532889448767
11,7.22897646944435
12,9.29202977830949
13,11.5025111386586
14,13.9459630537342
15,17.1702886809479
16,19.2099713795737
17,22.7474913197349
18,27.8809451391752
19,33.738750930344
20,41.4030092153678
21,50.9887289038952
22,62.1038277985438
23,70.9698482691883
24,85.1305767820656
25,93.7727551480251
26,102.852331922815
27,107.513933483188
28,111.369104877472
