DAT,predicted_weight_g
1,0.2245649330442
2,0.193769487004244
3,0.666946233246813
4,1.55389026166628
5,1.17918059080275
6,2.31384157166672
7,3.18328716330418
8,4.77216530573763
9,6.3124913401125
10,8.03745407499372
11,10.3305428624743
12,12.5808322017001
13,15.1800147039977
14,18.6000063725004
15,22.5705078495731
16,26.4670895918878
17,31.2796814023442
18,35.489399942993
19,41.9786908570248
20,49.4982506935226
21,58.0691084970329
22,67.2098620329572
23,75.503257173078
24,85.4189580960667
25,98.1669005614608
26,110.167874964711
27,117.096789951796
28,129.006207939714
