DAT,predicted_weight_g
1,0.685390812447863
2,1.33735303881189
3,1.57835987639337
4,1.85188256471435
5,1.96809572828989
6,2.58613427102048
7,2.85568826365788
8,3.47504755541329
9,4.07519653207845
10,4.46614321782041
11,5.03873507035506
12,5.97483305759368
13,6.71782171357832
14,7.56095171477643
15,8.65654294027983
16,10.1161795115087
17,11.3346863484218
18,13.1630873509911
19,14.3707268928921
20,15.7873016268232
21,17.8398731788375
22,20.2461426332906
23,23.0647931967451
24,26.89254392547705
25,30.720294654209
26,35.2716306152083
27,39.8473296002481
28,44.3248908853415
