DAT,predicted_weight_g
1,2.23280757361962
2,4.89987893870983
3,6.9996308505819
4,9.69163005396939
5,14.1719841393021
6,19.2583953374553
7,26.2370316087979
8,26.3831720765937
9,36.9041344982761
10,47.2301186694953
11,60.4468711621402
12,70.0869858282984
13,82.5202529097908
14,102.048533009749
15,112.520310288723
16,125.34295708764
17,126.995970804411
18,132.381327026783
19,139.193548468184
20,148.734949018538
21,150.269004589046
22,151.196226884498
23,153.443267214005
24,159.090535167422
25,159.4131541772
26,159.735773186978
27,158.969353507157
28,159.595770335831
