DAT,predicted_weight_g
1,1.33234423682161
2,1.60453187733495
3,2.0737166734172
4,3.04135138114588
5,3.44306988484341
6,3.79080204193731
7,4.16468946384048
8,5.12192244055596
9,6.15304140270279
10,6.71028628984582
11,9.24447303547018
12,12.7587918914225
13,18.7786063747184
14,18.8766284328191
15,22.2369565388863
16,25.6270372295357
17,29.4753965928032
18,34.7598040086566
19,40.7551494156717
20,44.1818208480361
21,57.874706392036
22,67.4812221477971
23,67.8401876476031
24,70.7530091461534
25,77.4340208071317
26,78.2083794243349
27,80.2176865700456
28,85.121656280574
