DAT,predicted_weight_g
1,2.10697053925826
2,2.87961852317716
3,3.17690379048938
4,3.3863916458299
5,4.08610251974982
6,4.44676266182443
7,5.29560730787535
8,5.76195650716694
9,6.49135472999268
10,7.06899925789882
11,7.88821779658649
12,8.87808309570653
13,10.0330996764517
14,11.1660729033848
15,12.6288333877445
16,14.6423638193444
17,16.8584831906923
18,19.7087060978345
19,22.8795797199618
20,25.0295619528496
21,27.1509637730523
22,29.1897575381542
23,31.8213109348789
24,34.2266089651627
25,36.0157621174126
26,36.79037461208965
27,37.5649871067667
28,37.9402165946304
