DAT,predicted_weight_g
1,1.65691746966644
2,1.92378117879009
3,2.32279267026188
4,2.78164394561272
5,3.68051392130197
6,5.16724788765544
7,6.22172344734395
8,7.52757507813099
9,8.9466006078713
10,10.5909912289216
11,12.1994933589421
12,14.2759933752116
13,17.1607859821039
14,22.0659473422598
15,26.8157692812064
16,32.842703098219
17,37.7945396906408
18,42.3640259928777
19,51.5324531988001
20,59.3210078462255
21,72.0902507975086
22,79.7703045327736
23,85.1954991788455
24,95.5441185402811
25,106.873697559319
26,115.539523920872
27,123.224553151068
28,128.563771583643
