DAT,predicted_weight_g
1,0.167719388078703
2,0.181787272321195
3,0.265921009145362
4,0.834947043105068
5,1.45010555816872
6,2.20762944158703
7,2.52569658612718
8,3.77189001817194
9,4.4220241893227
10,5.15808109565084
11,6.25431024008327
12,7.46932791888972
13,9.25447388939832
14,11.1409886478879
15,13.5906382655144
16,15.9213014872209
17,18.771032627684
18,21.2861677558073
19,25.6348956164278
20,30.1359548292024
21,34.574336965817
22,40.2096444460182
23,46.1004391780289
24,53.1308864334291
25,62.9419384244209
26,71.3971994310198
27,74.616940210258
28,78.9215094699777
