DAT,predicted_weight_g
1,1.24835000505552
2,1.51744851600827
3,1.9326328964061
4,2.42516327620966
5,3.34409571673682
6,3.98644668278073
7,4.98185978405549
8,6.0170572211904
9,7.24066845037098
10,8.85576421411256
11,10.7331138951617
12,11.9991423314985
13,14.2408819864995
14,17.376455770642
15,21.1581551486328
16,24.8656723791344
17,29.3748998423485
18,32.7600565738221
19,37.5559379048875
20,43.2617190124849
21,48.7490813338554
22,63.4362372661009
23,74.6731212348915
24,85.3235008823819
25,89.6608194919622
26,94.8758956551127
27,102.20905563130634
28,109.5422156075
