DAT,predicted_weight_g
1,4.22307736445887
2,4.99170885282367
3,4.96608376034272
4,5.00515461935471
5,6.07926069705402
6,7.38574910614654
7,9.32644411194854
8,9.38282688351177
9,12.1622153900388
10,13.0611371966911
11,15.4487335243785
12,18.7189202394876
13,23.0382990748517
14,27.2399999197465
15,31.9348970660656
16,33.9356050354811
17,45.5858775722093
18,49.4693878895871
19,62.737492314654
20,76.1728495858217
21,87.7396746092325
22,96.6579439956609
23,113.266231412292
24,114.892808737437
25,124.121274798068
26,133.107838714702
27,146.566896316797
28,150.635597803608
