DAT,predicted_weight_g
1,0.188794678805103
2,0.195463434126981
3,0.228737771254716
4,0.777128045550175
5,2.09852681102451
6,2.74083809926504
7,2.7480398492707
8,3.8961151576283
9,4.46978846651046
10,5.92888133297791
11,7.62103366164237
12,9.2566861805404
13,11.1814734469724
14,14.0073023233745
15,17.0095770229594
16,20.8267906007055
17,25.5790700549623
18,27.6239400211199
19,32.0845333430666
20,36.8250585045397
21,42.1823273314347
22,48.9743487200172
23,55.0804635894365
24,64.9675436391017
25,74.6812660918902
26,82.4343732483905
27,89.1873111341124
28,97.8040727320704
