DAT,predicted_weight_g
1,3.34299835571874
2,4.7026552862392
3,5.34442763423997
4,6.4699060936307
5,7.88574044918344
6,11.260765022765
7,14.806262705764
8,17.4276784354019
9,22.6227351487845
10,28.7906385227553
11,35.3280395124058
12,39.5938385880675
13,49.9582673433329
14,60.6404995401479
15,67.9128053973784
16,82.5539651674657
17,90.4238840887724
18,109.836316523013
19,123.825265152142
20,133.821256657291
21,140.942179120207
22,151.059451092823
23,156.237593221015
24,156.999678008753
25,156.36407628302
26,156.394870090933
27,158.900840289628
28,161.406810488324
