DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량
0,3,21.553834376407206,61.07617778613327,530.3050789444328,0.7690328605053898,351.9685554443505,2141.360434173772,0,0
0,3,25.90962274503374,57.98401949157936,535.8493388548666,1.32042493139797,1896.1019095058432,8582.471090780014,0,0
0,4,31.032160495734274,60.876103824929686,456.9953002832682,0.11207238886059645,1835.4141161140842,874.6498398035595,0,0
0,5,22.584088651171744,59.21811107695696,366.68055649377266,0.3128700843638652,1923.5943752381067,10102.162753521681,0,0
0,5,28.249135199526368,58.355144598591686,447.6175121919043,0.0,827.8676147454663,451.5449660177019,0,0
0,6,28.55564494460808,59.4625408671151,479.93036353485866,1.2181683515637116,2105.660743631288,2329.611296038226,0,0
0,6,28.04276090281175,59.96274504204713,450.15305226740196,0.591278554103345,1984.2686456776541,13117.08253530841,0,0
0,6,22.54306422908655,60.42052447340004,452.0037296241023,1.3414916429276422,110.12798323306188,19065.166685199907,0,0
0,6,25.532460987696396,60.34686986251753,573.0057610734206,1.6552895350886634,1525.8343613617817,17895.75741130926,0,0
0,6,33.09784502101789,60.395688542792655,454.5310496337446,1.4060462989727007,1241.8506175754424,11343.32735392621,0,0
0,8,29.002211113505915,60.31148972512966,565.5673871395304,1.0057327374002394,1920.6599705798828,17576.645417265383,0,0
0,9,26.790388616904398,57.63291224014153,486.5022411616967,1.20338844181409,708.1467979512969,11260.271977320483,0,0
0,9,26.08747877517134,57.82707158538408,483.9354660595865,0.0,247.33856635853982,0.0,0,0
0,10,30.439157103689244,61.52446483686557,452.5376614320267,1.3305011335920414,384.29137446937295,3475.8537245198677,0,0
0,10,20.826206398659895,62.94796868817742,437.4162954496586,1.2696528368293207,2246.9733657385227,6032.6839477077265,0,0
0,13,25.01204371620001,61.907292425510896,517.9618495256013,0.053040380322105986,50.75412736813378,9571.182168506792,0,0
0,14,32.69983606923499,58.058719465208,350.9851841944173,1.2673664872948174,777.3501017082482,0.0,0,0
0,15,26.9212859173709,59.650799355847745,402.5567782666062,1.169991371726056,808.6988158211568,16201.37738493297,0,0
0,15,30.125834501045375,64.94141092107307,460.18694675268995,0.4731360102618146,1391.6503609803779,18115.811223446515,0,0
0,16,27.268454151628088,59.93783840270729,401.0776455154647,0.11876581660045536,1661.7911623748955,11568.17574547728,0,0
0,17,34.456461940858425,59.15791292293139,397.44295830565864,1.2419932213275597,786.1782166743807,4424.4760055447005,0,0
0,22,27.85895999477323,52.91174211453479,410.0242854556247,1.3677312618871649,804.0664644840758,17458.07205150189,0,0
0,23,28.14483166160518,58.53316955441837,455.49932120169206,1.5329749072004477,1179.495322621396,19239.49286198963,0,0
1,0,29.424162325397496,53.088368306622584,427.0798732835369,1.317643825934135,1726.5593522790357,6141.8089225271015,0,0
1,0,27.894098422055166,59.07123802058126,503.52146435261693,1.4144068996355847,2230.1506612443063,4002.157864657145,0,0
1,1,20.9050631804479,52.29986972646827,442.4214532075539,0.0,0.0,0.0,0,0
1,4,21.962607149519993,57.156775538091374,436.2743742039749,1.0241332142869928,0.0,18106.865506487935,0,0
1,4,30.245041796531474,59.88137569215252,507.0003401894729,1.3824104722370696,233.6471278542786,6081.430237973076,0,0
1,4,26.34447118957653,60.65690802753863,583.0686298485296,1.0581122690202611,1921.7878202477432,5581.354677601386,0,0
1,5,30.894284638151454,56.076083136382,423.50141085089484,1.6917664048223944,2054.0896991792356,13245.134422082076,0,0
1,6,26.448470976929407,60.58945575127594,405.2112804827575,1.5523126338331836,1797.3868401032012,17632.466015865364,0,0
1,7,27.43788989758065,57.88547150906027,495.1270610644187,0.08447343757907391,803.2751730947322,17329.766895687462,0,0
1,9,22.861195815489225,61.12927955417294,464.7944596455987,1.282289252999592,793.8374861838688,16933.914643734304,0,0
1,10,23.40315361933046,54.95639074253034,437.33985464187964,0.631010469281935,818.019538796447,0.0,0,0
1,10,23.66663264526328,60.789996582151645,460.9193133309832,1.6050378802549905,1713.6819152792377,10108.500224538253,0,0
1,10,22.88643856920337,59.26133597565308,448.8766369531138,0.9842852400493934,2133.1539690799677,6882.3726559718525,0,0
