DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량
0,0,30.617588168389243,54.18816542366226,475.48252741741146,1.7725297280629393,770.1297088811498,19653.3796630485,155.0184696524837,2097.5001952113826
0,1,31.696468537592565,39.57266083308612,417.25505548408074,1.6368323716553848,0.0,4511.747504262841,2889.073245080346,33.62375144272634
0,2,28.06528421775021,30.574395678464313,413.0554304862857,1.243660420516682,690.8879810428851,13835.97455833965,2961.186136300122,1562.4384177172205
0,2,35.778964568795374,44.02643102267967,521.0999850603282,1.285885495095725,690.8637595814506,9347.782959064098,3681.124514274933,74.32468773554454
0,3,33.24202615318515,50.49032471884769,454.2063240078954,1.397239421194086,687.6682832331296,12705.684993909537,3242.7491561635206,1911.607930764382
0,3,35.18085609703185,49.19086256237915,405.69753047845734,1.6659893707817384,706.1979200991635,0.0,40.47706729054376,1709.7462745989164
0,4,37.363607431537865,54.046337492930896,442.57431168657365,1.7602081151712348,0.0,10782.700793694888,154.30643332756338,1244.8406218100558
0,5,31.40494546188906,56.36757223756315,412.07896750164844,1.3820911380525953,0.0,8180.7324132950225,63.83119100166802,74.56865236153355
0,5,32.21960583296951,42.0947278562148,435.70080043330165,1.455706058292421,717.8786805918475,0.0,3275.4178037507645,61.35473577291749
0,7,37.859462520799546,54.77006134946535,465.8954661316045,1.3267917527858795,755.5024649176711,9058.943511577709,62.283939915645476,41.882420176602125
0,8,32.406811281869615,54.959195248211884,361.5652744756924,1.5188653117589357,753.5327882727922,3272.8562645161455,81.34075803519676,960.8214917700916
0,12,35.8821486435287,40.03375902902423,400.2425068863266,1.3164574419180355,721.2805977579625,7933.4169421910565,0.0,1442.0558983382712
0,15,39.63914496501842,49.374410542392724,485.65521122947945,1.466711175628123,0.0,1920.4690382310337,2938.9867872961,101.79996517672987
0,15,39.54747714790993,57.70108394829044,435.70354923672056,1.5845084922883201,0.0,20668.63190231924,3384.7123045080357,2193.518683911585
0,15,32.473980435016585,58.84963751723244,396.5568725440191,1.3781869605949062,559.9685995484595,634.473063870028,413.3060511017775,43.48038134197071
0,15,35.91885755270402,39.40352848142655,456.4259703416628,1.2606651615968076,0.0,19196.62255311778,197.9896090987154,64.06662448491285
0,16,35.847346188910386,55.8075238088391,394.8240316709005,1.4664986235585384,732.3875155756386,8550.058442373595,3044.774145302288,480.0613250239788
0,18,29.34013392758437,56.458368127354,417.1712954373295,1.2432919567143152,0.0,9614.063704017679,1905.78603585262,1517.1777592093613
