DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량
0,0,29.34495170408398,78.18633763088928,542.696502243456,1.1185871135002015,196.5767361826354,17766.875075956046,34.750141675497744,0
0,0,25.774020677847528,76.05897785601891,637.2404313475479,1.1825582787347415,267.77869417827907,0.0,910.8471011380343,0
0,0,25.259994930920275,81.40675401525853,659.19290057144,0.0,106.79489254713698,0.0,961.3822128963743,0
0,1,29.096905268059448,76.60010825969994,750.4935921594579,1.4679171573792562,28.192462840104604,116.10404826384955,1.8419618108802558,0
0,4,28.83702857152935,75.52488414091125,561.1711756154399,1.1933167898679267,0.0,0.0,1043.6899370482759,0
0,4,30.242687271224995,84.5452572824421,718.3090972733264,0.0,3.7622800720648506,18230.65751689943,1056.5213176217037,0
0,5,25.209651393910082,73.49157365972567,603.8384257096972,1.4472509593868452,31.33523652069301,17214.638592939133,0.0,0
0,5,27.60632580963518,73.72658010523978,558.7156001010785,1.4499368737409895,130.9033260337215,0.0,897.9074943724082,0
0,5,25.111144627145627,74.1272071713505,706.3229385985509,1.6375487728247415,266.5264649992322,0.0,34.26085991220752,0
0,5,26.96602491849954,76.28665739667886,528.4687599405391,0.9707659130894224,28.34357581234705,16749.906934073628,1009.0190593543031,0
0,6,27.85889341094804,74.8342380565515,551.3634707896604,0.0,18.70135735682756,0.0,944.6211268082371,0
0,6,27.090051026764524,77.96543280123856,473.0925960214852,1.4263017524851518,33.060435324138005,19512.791053584497,980.4894729905483,0
0,7,24.931903725073116,82.94253283577088,592.6155099740446,1.3577232986058168,258.1825040108383,0.0,0.0,0
0,8,27.65312300896839,82.60937136058553,910.1469431956929,0.571288242946976,5.637953340892532,0.0,879.2829433440047,0
0,8,27.00884232418382,79.66577043127562,629.9573128974268,1.6427920149766615,265.5922911541858,0.0,920.85873739931,0
0,8,27.25033010780503,80.88585731521935,567.1079519914064,0.25120103803822835,269.0221434157238,18568.770951260827,1014.641005864882,0
0,9,25.221733679675896,80.67262449492362,1200.0,1.4509974788169733,241.18159689047587,16780.319585892354,996.9595277988435,0
0,12,27.627672948018457,75.20681922375164,1026.2906935996702,1.3378930570229495,278.42046407365865,0.0,998.1326033422898,0
0,15,30.80586171396002,81.2028866394141,530.4884502254392,0.0,236.7946940790099,0.0,101.29395898880176,0
0,16,26.325854535958637,77.84570124004985,901.9127828612985,0.0,33.29352895308777,16252.209210424711,1015.1879204221054,0
0,17,27.521792520329736,77.81572224810274,556.8449266005917,1.413160194396998,139.8769164568494,289.55264942852267,0.0,0
0,18,25.749629876378542,85.44920355703827,551.016048098618,0.0,203.34188768109868,29.002904770123877,972.25294631314,0
0,19,27.284095358083004,81.50217378600013,446.26723487226934,1.3654596435169433,147.35871929722703,17605.80614207694,23.297468023416283,0
0,20,31.448152378581113,81.37379118714301,727.2342958231168,0.25863734762112417,258.68670525973084,634.5123080688231,993.6604863839632,0
0,20,28.80606599151589,82.67400492963529,872.2087226505148,1.4640134382523977,212.09860747099353,17369.53889481234,973.6904531651359,0
0,21,25.420795717504927,80.80374238365121,601.136724689737,1.3555163445106957,139.38724994543833,17811.566951292345,0.0,0
0,22,28.971922514610036,81.85318938041912,595.9013253551989,1.6077512514755539,206.38843890491816,17937.21067766374,0.0,0
1,2,25.687919989576052,80.43743442905438,816.7964385209706,1.453731074658433,37.31562051971789,0.0,0.0,0
1,3,27.75287354041188,82.86101983892023,502.4270126423917,1.5554774920168044,248.6836480991343,17297.271522131497,968.4830896850385,0
1,4,24.921917076035037,79.4042251725976,941.5153118014729,1.3848161297162975,247.30759631285247,18521.847008317196,0.0,0
1,6,25.28759828757474,73.37043884160981,807.8331592036059,0.19651533297372636,13.680421708904282,0.0,935.1577882247173,0
1,7,28.551329335096426,75.87059292629236,554.1494104626636,1.321955909715127,248.91442776690255,17037.495428895614,930.1574447801056,0
1,9,25.90110267951069,79.31050469401127,710.0251321230107,1.5320656794892458,25.043341285492883,17214.339325880574,32.98457126634314,0
1,10,29.79975164100787,79.77479919831895,533.5849515577204,1.3951546845200333,257.79849492691255,17256.901669250154,32.2197732502108,0
1,10,25.58462838729324,74.40697947599207,716.771141723892,0.16083806364071662,136.07645400834105,0.0,129.17533340286712,0
1,11,24.965099061477257,80.64766806065657,1164.4226384351668,1.4048879938015801,305.26752158217846,480.73377248691025,890.4757685257972,0
1,17,25.595430407939432,79.05139242717672,557.4218635472773,1.3728636663095133,0.0,16885.77090228504,1048.6262503827124,0
1,17,29.74261587359106,74.81377593585827,535.5680439230991,0.07671389796668604,35.66285385814827,17717.033595659483,896.9760603493927,0
1,19,26.08831929896105,77.8082506920976,546.495942301281,1.292044649146354,120.62018443048798,0.0,1050.9895848488982,0
