내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량
13.9423727908376,63.6881353733903,695.593220338983,1.70416940874972,0.0,0.0,0.0,0.0
14.0728813591649,63.3932202872583,624.474576271186,1.7045083268214,0.0,0.0,0.0,0.0
14.116666650772,63.176666577657,570.066666666666,1.70509890715281,0.0,0.0,0.0,0.0
14.0350000540415,62.8100001653035,528.7,1.70768178900082,61.6999999999999,0.0,0.0,0.0
13.9666666984558,62.5533333460489,496.1,1.70666530132293,0.0,0.0,0.0,0.0
13.9383333683013,62.1033334732055,473.983333333333,1.70698193907737,97.68000000000008,0.0,0.0,0.0
14.5466666380564,58.3881035810978,455.35,1.70913153092066,61.699999999998994,0.0,0.0,0.0
15.8066666285196,45.4949998855862,435.516666666666,1.71004803578058,61.70000000000098,0.0,0.0,0.0
17.2149998823801,41.444999885559,432.816666666666,1.70733185807863,61.69999999999902,0.0,0.0,0.0
18.5516666094462,41.371666653951,510.683333333333,1.70286599198977,61.69999999999999,0.0,0.0,0.0
19.1650000254313,43.5883338610641,813.499999999503,1.69471738934516,55.27000000000004,4641.15,273.042,728.4225
19.9483331998189,44.8866669972737,1035.03333333333,1.68528570930163,97.68000000000096,18255.19,1169.9436,2955.9855
21.1149998982747,44.7383335749308,1200.0,1.67303782900174,61.700000000000045,18255.19,1327.1495999999902,3104.8030000000003
21.9049998919169,43.8016665140787,1142.55,1.66508922576904,61.69999999999993,18255.19,1499.24880000001,3267.719
22.2716664632161,43.4216667811075,1195.68333333333,1.66227305928866,84.82000000000005,18255.19,1654.8000000000002,3414.97
22.4749999046325,43.2316663742065,1200.0,1.66178980072339,61.69999999999993,18255.19,1812.006,3563.7875000000004
22.4950000445048,42.9516668319702,1200.0,1.66243968804677,61.700000000000045,17744.663499999995,2128.072800000001,3223.857
21.7499999046325,43.355000368754,1200.0,1.67355443040529,71.96000000000004,16813.339399999997,2626.167599999999,2279.2575
20.0449999491373,45.754999923706,1200.0,1.68633552591005,61.700000000000045,8468.55170000001,1471.1172000000006,881.9395000000004
17.4616665204366,57.9066666285196,1200.0,1.70508224368095,104.1099999999999,0.0,0.0,0.0
16.1633332888285,61.5650002161661,1200.0,1.71356407006581,0.0,0.0,0.0,0.0
15.4650000095367,62.1616663614908,1186.83333333333,1.72039623856544,61.700000000000045,0.0,0.0,0.0
15.1383334477742,62.3950007120768,1086.08333333333,1.7261785964171,0.0,0.0,0.0,0.0
14.8016666253407,62.3600006739298,973.083333333333,1.72551202178001,91.25,0.0,0.0,0.0
13.9423727908376,63.6881353733903,695.593220338983,1.70416940874972,0.0,0.0,0.0,0.0
14.0728813591649,63.3932202872583,624.474576271186,1.7045083268214,0.0,0.0,0.0,0.0
14.116666650772,63.176666577657,570.066666666666,1.70509890715281,0.0,0.0,0.0,0.0
14.0350000540415,62.8100001653035,528.7,1.70768178900082,61.6999999999999,0.0,0.0,0.0
13.9666666984558,62.5533333460489,496.1,1.70666530132293,0.0,0.0,0.0,0.0
13.9383333683013,62.1033334732055,473.983333333333,1.70698193907737,97.68000000000008,0.0,0.0,0.0
14.5466666380564,58.3881035810978,455.35,1.70913153092066,61.699999999998994,0.0,0.0,0.0
15.8066666285196,45.4949998855862,435.516666666666,1.71004803578058,61.70000000000098,0.0,0.0,0.0
17.2149998823801,41.444999885559,432.816666666666,1.70733185807863,61.69999999999902,0.0,0.0,0.0
18.5516666094462,41.371666653951,510.683333333333,1.70286599198977,61.69999999999999,0.0,0.0,0.0
19.1650000254313,43.5883338610641,813.499999999503,1.69471738934516,55.27000000000004,4641.15,273.042,728.4225
19.9483331998189,44.8866669972737,1035.03333333333,1.68528570930163,97.68000000000096,18255.19,1169.9436,2955.9855
21.1149998982747,44.7383335749308,1200.0,1.67303782900174,61.700000000000045,18255.19,1327.1495999999902,3104.8030000000003
21.9049998919169,43.8016665140787,1142.55,1.66508922576904,61.69999999999993,18255.19,1499.24880000001,3267.719
22.2716664632161,43.4216667811075,1195.68333333333,1.66227305928866,84.82000000000005,18255.19,1654.8000000000002,3414.97
22.4749999046325,43.2316663742065,1200.0,1.66178980072339,61.69999999999993,18255.19,1812.006,3563.7875000000004
22.4950000445048,42.9516668319702,1200.0,1.66243968804677,61.700000000000045,17744.663499999995,2128.072800000001,3223.857
21.7499999046325,43.355000368754,1200.0,1.67355443040529,71.96000000000004,16813.339399999997,2626.167599999999,2279.2575
20.0449999491373,45.754999923706,1200.0,1.68633552591005,61.700000000000045,8468.55170000001,1471.1172000000006,881.9395000000004
17.4616665204366,57.9066666285196,1200.0,1.70508224368095,104.1099999999999,0.0,0.0,0.0
16.1633332888285,61.5650002161661,1200.0,1.71356407006581,0.0,0.0,0.0,0.0
15.4650000095367,62.1616663614908,1186.83333333333,1.72039623856544,61.700000000000045,0.0,0.0,0.0
15.1383334477742,62.3950007120768,1086.08333333333,1.7261785964171,0.0,0.0,0.0,0.0
14.8016666253407,62.3600006739298,973.083333333333,1.72551202178001,91.25,0.0,0.0,0.0
14.5066666444142,62.2649998346964,859.083333333333,1.72704506119092,0.0,0.0,0.0,0.0
14.3150000572204,62.2733334859212,755.666666666666,1.7257953385512,97.6799999999999,0.0,0.0,0.0
14.1100002288818,62.2799997965494,674.3,1.72599530617396,0.0,0.0,0.0,0.0
13.9466664632161,62.2083330790201,610.383333333333,1.72534540891647,84.8200000000001,0.0,0.0,0.0
13.8566665331522,62.0883329391479,560.666666666666,1.72587866584459,0.0,0.0,0.0,0.0
13.9166667302449,61.9933334350585,523.866666666666,1.7261119544506,61.69999999999999,0.0,0.0,0.0
14.8433333396911,57.2983329137146,494.65,1.72886142929395,55.269999999999015,0.0,0.0,0.0
16.3516666253407,46.5357720731688,465.616666666666,1.73144431312878,61.69999999999999,0.0,0.0,0.0
17.6599999109903,42.2350002924601,455.233333333333,1.7271117289861,61.69999999999999,0.0,0.0,0.0
18.6416666348775,41.9670000203729,528.0,1.71916311383247,61.700000000000045,0.0,0.0,0.0
19.3350000699361,42.6716669082641,748.583333333333,1.70831502874692,61.70000000000096,4641.15,273.042,728.4225
20.126666577657,43.758332824707,1012.81666666666,1.69735025167465,61.700000000000045,18255.19,1169.9436,2955.9855
21.2583332379659,43.6466663996378,1200.0,1.68478579521179,61.69999999999993,18255.19,1327.1495999999902,3104.8030000000003
21.9666666348775,43.0666670481363,1200.0,1.68083648085594,61.700000000000045,18255.19,1499.24880000001,3267.719
22.2000000953674,42.9650003433227,1200.0,1.67976999084154,61.700000000000045,18255.19,1654.8000000000002,3414.97
22.1972219149271,43.9388889736599,1200.0,1.67984217736456,0.0,18255.19,1812.006,3563.7875000000004
21.2428570701962,47.7166664486839,1200.0,1.68611888090769,61.69999999999993,17744.663499999995,2128.072800000001,3223.857
20.3636360746441,48.0393941474683,1200.0,1.69758655808188,61.700000000000045,16813.339399999997,2626.167599999999,2279.2575
18.5576923076923,52.8500000880314,1200.0,1.71106329331031,0.0,8468.55170000001,1471.1172000000006,881.9395000000004
17.0956522070843,58.9043477929156,1200.0,1.72116350091022,0.0,0.0,0.0,0.0
15.9818182569561,61.4818182280569,1200.0,1.72776315067753,0.0,0.0,0.0,0.0
15.2538462418776,62.1461535233717,1200.0,1.73140590007488,61.69999999999993,0.0,0.0,0.0
14.7218750417232,62.3218754529953,1088.5,1.73613099381327,0.0,0.0,0.0,0.0
14.2080001068115,62.236000213623,928.96,1.7355435848236,61.69999999999993,0.0,0.0,0.0
14.0323529243469,62.0500000224394,806.117647058823,1.73835490731632,0.0,0.0,0.0,0.0
14.059375077486,61.3499997854232,707.875,1.73953666538,61.6999999999999,0.0,0.0,0.0
13.8357143061501,61.2750000272478,632.642857142857,1.74986971701894,0.0,0.0,0.0,0.0
14.2269230622511,60.4866668701171,587.233333333333,1.74744153022766,0.0,0.0,0.0,0.0
14.117857319968,60.3642857415335,548.607142857142,1.75215498890195,0.0,0.0,0.0,0.0
14.0500000417232,60.3687498569488,522.53125,1.75159706920385,61.69999999999909,0.0,0.0,0.0
14.3600000063578,58.8413794945026,501.354838709677,1.75577880874756,0.0,0.0,0.0,0.0
20.8461538461538,38.9346152819119,461.0,1.74314916956013,0.0,0.0,0.0,0.0
20.6983334382375,40.0050002098083,453.095238095238,1.74213294188181,0.0,0.0,0.0,0.0
18.296666653951,42.8471605593825,469.085714285714,1.7457704271589,61.700000000001,0.0,0.0,0.0
18.7463767563087,44.7041664123535,571.653846153846,1.74782606730094,0.0,4641.15,273.042,728.4225
19.6906247138977,44.8156251907348,749.8125,1.72941342741251,0.0,18255.19,1169.9436,2955.9855
20.158823405995,46.0029409071978,851.529411764705,1.71365330850376,0.0,18255.19,1327.1495999999902,3104.8030000000003
21.3685713086809,45.6228572300502,877.057142857142,1.70137814113071,0.0,18255.19,1499.24880000001,3267.719
22.2617647507611,45.4676468793083,968.676470588235,1.6915983487578,61.699999999998994,18255.19,1654.8000000000002,3414.97
22.465624988079,45.7156246900558,1051.625,1.68873301520943,61.70000000000101,18255.19,1812.006,3563.7875000000004
22.5900001525878,45.4700002034505,1075.73333333333,1.68755195538202,61.69999999999999,17744.663499999995,2128.072800000001,3223.857
22.6129032258064,45.4806452105122,1051.6129032258,1.68859696003698,61.69999999999999,16813.339399999997,2626.167599999999,2279.2575
