내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량
20.97307689,64.11923128,437.2307692,2.682888526,595.39,0,0.0,313.3
20.2807692,68.70153839,431.1153846,2.700584072,0.0,0,0.0,0.0
20.35961522,66.85755221,426.4230769,2.696604513,1486.56,0,6288.24,0.0
20.6169496,62.83050867,421.7457627,2.687367395,0.0,0,9763.32,0.0
24.93653833,51.57115386,423.2884615,2.674330505,0.0,0,8274.000000000002,0.0
24.9408161,51.24021258,430.244898,2.665306914,1467.27,0,8108.52,0.0
24.79591829,51.93142843,434.755102,2.661637185,769.0000000000005,0,7943.040000000001,0.0
24.97407383,52.36939977,432.2962963,2.665062043,769.0,0,8604.96,0.0
24.61964311,53.95000042,424.0535714,2.670214338,769.0,0,9101.4,0.0
24.75306141,54.45326009,416.122449,2.67742301,1486.5599999999995,0,7777.55999999999,0.0
24.75192297,53.67692309,409.4230769,2.686095357,1447.9800000000005,0,8935.920000000013,0.0
24.80185184,54.37222212,409.1481481,2.693208045,1512.2800000000009,0,8770.439999999988,0.0
25.59245246,53.79622643,410.7735849,2.677597869,1473.699999999999,0,8604.960000000006,0.0
26.08085097,54.50425534,408.9787234,2.649795471,1525.1399999999994,0,992.8800000000048,6109.349999999999
26.30196093,55.27058844,405.4313725,2.639833371,0.0,0,0.0,7519.200000000001
26.31568621,55.38039226,403.8039216,2.634495427,1139.34,0,0.0,7989.15
26.34666611,55.75333303,404.1666667,2.628390332,762.5700000000015,0,0.0,9242.35
26.63684263,55.71754382,404.9122807,2.626040216,769.0,0,0.0,8615.75
26.38979561,54.7734695,411.7959184,2.627379967,1657.5699999999997,0,0.0,7519.200000000004
26.19642854,52.31071438,418.0,2.639898402,769.0,0,0.0,8772.399999999994
25.99655161,50.22068977,427.6551724,2.664740653,1165.0599999999977,0,0.0,8772.400000000001
25.90199993,47.78800011,435.38,2.679940538,0.0,0,0.0,7989.1500000000015
25.02037027,46.91296344,438.8703704,2.688241102,769.0,0,0.0,8302.449999999997
25.06379299,45.489655,442.2413793,2.695067702,769.0,0,0.0,8929.050000000003
20.97391307,59.46086933,441.0217391,2.696358344,698.27,0,0.0,156.65
20.21296289,65.70370321,443.6666667,2.706788098,0.0,0,0.0,0.0
20.34599972,64.41799973,437.1,2.712347364,1377.25,0,5626.32,0.0
20.5,57.86078449,424.0,2.714485267,0.0,0,7943.040000000001,0.0
24.24883718,46.66511615,420.2093023,2.719033995,1435.12,0,6950.16,0.0
24.88076914,43.83461571,425.9807692,2.719979653,1409.4,0,8274.0,0.0
24.83409075,42.6431818,430.6590909,2.719647727,0.0,0,6784.679999999997,0.0
24.90000001,43.78571421,430.9387755,2.721479776,1222.9300000000003,0,8108.520000000004,0.0
25.01296294,47.08888887,428.962963,2.720386761,1525.1399999999994,0,8604.96,0.0
26.10416663,45.82083313,419.2916667,2.710692361,0.0,0,7281.120000000003,0.0
27.1959183,45.76326542,414.5510204,2.672297745,1332.2400000000007,0,7777.559999999998,0.0
29.47547164,42.7169812,410.5660377,2.628280077,1190.7799999999988,0,8604.960000000006,0.0
31.18695632,40.5086956,412.7173913,2.604856911,0.0,0,7612.079999999987,0.0
32.01276524,40.97872349,417.4468085,2.589864361,769.0,0,1489.320000000007,6109.35
32.27735822,41.01509469,423.9433962,2.576327679,1248.6500000000017,0,0.0,7989.15
32.28085132,40.28510625,424.9148936,2.56628944,946.4399999999988,0,0.0,7049.250000000002
31.83673427,38.81836771,422.7142857,2.562740102,1203.6400000000012,0,0.0,7675.8499999999985
29.82264141,39.45283019,415.7169811,2.573200329,1197.2099999999991,0,0.0,8145.800000000003
26.91956512,40.34999988,414.673913,2.621519332,769.0,0,0.0,6735.949999999997
25.97083322,37.98958341,419.6041667,2.655923406,0.0,0,0.0,7362.550000000003
25.09074077,35.62222198,421.2407407,2.683999693,1184.3499999999983,0,0.0,8302.449999999997
24.86808505,34.18297869,422.4468085,2.700514616,1377.25,0,0.0,7205.899999999994
24.64680846,33.30425538,425.6382979,2.714984417,1222.9300000000003,0,0.0,7675.850000000006
24.68545442,32.03999988,426.5090909,2.728067684,1210.0699999999997,0,0.0,8459.100000000006
19.80612225,46.6020407,424.8571429,2.739930674,717.56,0,0.0,156.65
18.91555545,51.81555515,427.5333333,2.746508821,0.0,0,0.0,0.0
18.81568621,45.33529409,429.3333333,2.753327921,1467.27,0,6619.2,0.0
19.01228055,37.95087727,428.3157895,2.765373192,0.0,0,8935.920000000002,0.0
23.55581394,31.56976744,428.3953488,2.757860999,0.0,0,6950.159999999998,0.0
24.13725483,30.31960772,433.3529412,2.749130458,1171.4900000000002,0,8439.48,0.0
24.2094339,30.32830192,439.3962264,2.750664733,1177.9199999999996,0,8439.48,0.0
24.2124999,32.23333327,446.1875,2.747504999,0.0,0,7943.040000000001,0.0
24.78703693,34.55074093,442.5555556,2.718871781,1171.4899999999998,0,8935.919999999998,0.0
24.98113186,33.57943397,491.3018868,2.696779121,1267.9400000000005,0,8935.920000000006,0.0
26.11249983,33.43437481,496.875,2.681497599,1222.9300000000003,0,7281.120000000003,0.0
27.76199989,33.80799988,478.16,2.661697869,1190.7799999999988,0,7943.039999999994,0.0
29.28392867,34.56249986,437.0357143,2.649782487,1248.6500000000017,0,9101.399999999994,0.0
29.61799995,34.99459962,448.02,2.637287283,1197.2099999999991,0,1489.320000000007,6266.0
29.38653854,36.24423071,452.6346154,2.630304153,769.0,0,0.0,7519.200000000001
28.84186022,37.01046478,445.1162791,2.627292716,0.0,0,0.0,6735.949999999999
28.23000008,38.26,440.62,2.629512086,1670.4300000000003,0,0.0,7519.200000000001
26.74999993,39.07086228,440.3793103,2.649862906,769.0,0,0.0,8772.400000000001
25.98214286,37.36250005,432.1785714,2.69245794,1319.3799999999992,0,0.0,8459.099999999999
25.12909081,37.72727259,435.3272727,2.714972006,1287.2299999999996,0,0.0,8615.75
24.89500001,37.61166693,438.2666667,2.730754101,1261.510000000002,0,0.0,9242.35
24.78833319,36.78666668,441.7,2.743260737,1435.119999999999,0,0.0,9242.35
24.7633331,36.08666643,446.1333333,2.752619831,1351.5299999999988,0,0.0,9242.350000000006
24.64666662,35.62499987,448.0333333,2.760974324,1364.390000000003,0,0.0,9242.349999999991
19.66101679,50.4000001,446.5932203,2.768906351,479.65,0,0.0,156.65
18.9899999,55.72833328,449.8666667,2.772191878,0.0,0,0.0,0.0
18.96842093,47.90350877,444.1754386,2.778873017,0.0,0,7446.6,0.0
18.8499999,41.24166692,438.25,2.780060836,0.0,0,9763.319999999998,0.0
23.44833326,34.4899999,438.0666667,2.775841757,1210.0700000000002,0,9763.320000000003,0.0
24.32999999,33.26666679,434.5,2.774033562,1537.9999999999998,0,9763.319999999996,0.0
24.2833333,33.44000009,442.15,2.774234474,1203.64,0,9763.32,0.0
24.58499988,35.14500001,446.4333333,2.77366521,1402.9700000000005,0,9763.32,0.0
24.78833323,38.96500022,442.4833333,2.773430832,1190.7799999999995,0,9763.320000000009,0.0
25.5557693,38.61346157,440.8076923,2.767985605,769.0,0,8604.959999999992,0.0
26.47333315,39.20444446,454.6222222,2.719966306,1876.19,0,7281.12000000001,0.0
28.14727256,39.04818174,446.9636364,2.69142896,1306.5200000000004,0,8770.439999999988,0.0
29.81521747,40.0608693,434.2826087,2.676212565,1165.0599999999995,0,7777.560000000012,0.0
27.38431366,41.81274463,437.1764706,2.678754792,1357.960000000001,0,661.9199999999983,7205.900000000001
26.83478264,44.32608712,432.9130435,2.687928925,441.0699999999997,0,0.0,7049.249999999999
27.28333322,44.90000002,432.5625,2.693698714,1267.9400000000005,0,0.0,7362.549999999999
27.17450987,44.9764708,427.0980392,2.698294266,1267.9400000000005,0,0.0,7519.200000000001
27.12888887,46.07111079,429.3111111,2.69487488,769.0,0,0.0,6735.950000000001
26.49999988,46.93695616,427.5869565,2.694109067,1357.9599999999991,0,0.0,7519.199999999997
26.17777778,46.11296279,428.2777778,2.700184076,1248.6500000000017,0,0.0,8459.100000000006
25.93191484,43.90000031,432.2978723,2.7109448,1165.0599999999977,0,0.0,7205.899999999994
