내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,시간당백색광량,시간당적색광량,시간당청색광량
25.30000013,81.83500023,536.0166667,1.407439293,0.0,0.0,0.0,0
25.68035718,81.26428591,528.6964286,1.409002968,126.0,0.0,0.0,0
25.27333349,81.47166646,532.8333333,1.406913459,0.0,0.0,0.0,0
25.35499996,81.39833361,545.5666667,1.406688704,126.0,0.0,0.0,0
25.3916666,81.48333346,558.5833333,1.411070349,0.0,0.0,0.0,0
25.37499994,81.50666644,571.4833333,1.409658122,119.57,0.0,0.0,0
26.43666655,76.56999957,575.0833333,1.404833519,252.00000000000009,17636.37,959.784,0
26.95999985,75.78333359,574.55,1.40073124,239.14,18255.19,976.332,0
27.12833373,75.56833305,570.5,1.398819399,245.57,18255.19,976.332,0
27.36666616,75.5416659,568.1,1.396299801,252.0,18255.19,976.3320000000004,0
27.61333364,75.59999987,563.35,1.395312216,252.0,18255.19,976.332,0
27.74000006,75.61166534,552.7,1.392754634,245.57,18255.19,976.3320000000004,0
27.86666616,75.69166654,540.8333333,1.390184395,126.0,18255.189999999988,976.3319999999994,0
27.98833329,75.41500079,530.5166667,1.389234795,245.57000000000016,18255.190000000017,976.3320000000004,0
28.25333316,75.53166644,520.6,1.386930434,245.5699999999997,18255.19,976.3320000000004,0
28.46333319,75.65666618,510.5666667,1.384613417,252.0,18255.189999999973,976.3320000000004,0
28.66500044,75.46166687,502.35,1.382372351,245.57000000000016,18255.19,976.3319999999984,0
28.8199995,75.66833318,522.7833333,1.381918897,245.57000000000016,18255.19,976.3320000000004,0
28.92499971,75.68666662,504.8666667,1.379308341,245.5699999999997,18255.19,976.3320000000004,0
28.8949996,75.6916659,492.8333333,1.378485372,252.0,18255.19,976.3320000000004,0
27.11000001,80.05333341,498.0666667,1.37734583,119.57000000000016,724.0193999999901,46.33439999999973,0
26.28333337,81.26833293,508.9333333,1.382448332,0.0,0.0,0.0,0
25.97333323,81.811667,514.5166667,1.386094795,126.0,0.0,0.0,0
25.87333285,81.90000076,517.9333333,1.388323184,0.0,0.0,0.0,0
25.80666612,81.76499977,523.2166667,1.390209715,126.0,0.0,0.0,0
25.98103425,81.32931006,531.8448276,1.391944513,0.0,0.0,0.0,0
25.58333365,81.36833458,540.6333333,1.392577368,126.0,0.0,0.0,0
25.47666658,81.65166715,548.5166667,1.394362624,0.0,0.0,0.0,0
25.43166641,81.98666636,555.6333333,1.396147859,126.0,0.0,0.0,0
25.40666631,82.0016669,563.7,1.397097458,0.0,0.0,0.0,0
27.10499992,77.16833318,565.1666667,1.39759527,252.0,17945.78,959.784,0
27.76499987,75.95166664,564.2333333,1.391412536,252.0,18255.19,976.332,0
28.0250001,75.91166712,557.3666667,1.388867611,245.57,18255.19,976.332,0
28.19666681,75.90333379,546.05,1.387234312,252.0,18255.19,976.3320000000004,0
28.34666608,75.86333313,533.8666667,1.384853977,252.0,18255.189999999988,976.332,0
28.57333358,75.69999936,523.2,1.382916794,245.57000000000016,18255.19,976.3320000000004,0
28.70166693,75.66666629,513.2333333,1.380954307,245.57,18255.19,976.3319999999994,0
28.80666615,75.54166679,504.4666667,1.379675525,245.57000000000016,18255.189999999988,976.3320000000004,0
28.90499964,75.3899999,497.6833333,1.378270121,245.5699999999997,18255.19,976.3320000000004,0
28.98666662,75.49499944,513.0166667,1.376978683,245.57000000000016,18255.19,976.3320000000004,0
29.21833347,75.6966671,496.7833333,1.376092394,245.5699999999997,18255.19,976.3319999999984,0
29.40333296,75.38833338,491.0666667,1.374878901,126.0,18255.19,976.3320000000004,0
29.40166629,75.27999992,489.5333333,1.373724711,252.0,18255.19,976.3320000000004,0
29.29666634,75.30666656,490.95,1.37335753,252.0,18255.19,976.3320000000004,0
27.44999997,79.64666621,496.0,1.373560113,126.0,1061.2762999999975,56.263199999999415,0
26.60500005,81.03500036,505.45,1.378371423,0.0,0.0,0.0,0
26.35666612,81.46833344,510.7,1.381017603,119.57000000000016,0.0,0.0,0
26.19666688,81.28500036,513.3666667,1.38423358,0.0,0.0,0.0,0
26.09833368,81.77833366,516.4166667,1.385904872,119.57,0.0,0.0,0
26.31355926,81.2694909,518.0847458,1.39034232,0.0,0.0,0.0,0
25.87833287,81.24499919,527.7333333,1.389247459,126.0,0.0,0.0,0
25.7949995,81.25166601,537.6,1.391349228,0.0,0.0,0.0,0
25.66000061,81.45499992,543.9833333,1.392374808,126.0,0.0,0.0,0
25.60166705,81.51833305,551.0666667,1.393944802,0.0,0.0,0.0,0
27.38833316,76.81333377,544.1166667,1.393590287,239.14000000000004,17787.9809,949.8552,0
28.06833359,75.55333303,536.3,1.387854713,245.57,18255.19,976.332,0
28.22833347,75.30999997,539.6666667,1.386436677,252.0,18255.19,976.332,0
27.82333304,74.86333364,535.9333333,1.386423983,245.57,18255.19,976.332,0
