DAT,obs_time,내부온도관측치,내부습도관측치,co2관측치,ec관측치,시간당분무량,일간누적분무량,시간당백색광량,일간누적백색광량,시간당적색광량,일간누적적색광량,시간당청색광량,일간누적청색광량,시간당총광량,일간누적총광량
0,00:00,29.77499978,59.36833356,515.65,0.974514145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,01:00,29.5389832,58.17796597,516.0508475,0.973802011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,02:00,29.6133337,58.78999977,520.5166667,0.975807524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,03:00,29.43166641,59.03166676,522.2666667,0.97775402,769.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,04:00,29.60833371,59.28666719,521.9833333,0.986602879,0.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,05:00,29.46666654,58.90000064,511.6166667,0.986013812,0.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,06:00,30.03666671,58.67333323,515.4666667,0.993915041,769.0,1538.0,4087.3061,4087.3061,0.0,0.0,0.0,0.0,4087.3061,4087.3061
0,07:00,31.38999993,54.57999986,507.0833333,0.999229499,0.0,1538.0,13217.9952,17305.3013,0.0,0.0,0.0,0.0,13217.9952,17305.3013
0,08:00,33.02499892,51.01833344,502.2833333,0.995592619,769.0,2307.0,18242.8136,35548.1149,0.0,0.0,0.0,0.0,18242.8136,35548.1149
0,09:00,32.09499995,51.22333323,501.4666667,1.00116317,376.77,2683.77,18255.19,53803.3049,0.0,0.0,0.0,0.0,18255.19,53803.3049
0,10:00,32.46666619,50.31333357,503.8333333,1.004300605,0.0,2683.77,18255.19,72058.4949,0.0,0.0,0.0,0.0,18255.19,72058.4949
0,11:00,32.99166629,50.50000025,499.8666667,1.002776722,769.0,3452.77,18255.189999999988,90313.6849,0.0,0.0,0.0,0.0,18255.189999999988,90313.6849
0,12:00,33.50000013,50.12166665,498.5833333,0.998806897,769.0000000000005,4221.77,18255.19,108568.8749,0.0,0.0,0.0,0.0,18255.19,108568.8749
0,13:00,33.41666794,50.85333366,497.95,0.99844834,769.0,4990.77,18255.19,126824.0649,0.0,0.0,0.0,0.0,18255.19,126824.0649
0,14:00,33.57833303,51.62833303,500.65,0.997385444,769.0,5759.77,18255.19,145079.2549,0.0,0.0,0.0,0.0,18255.19,145079.2549
0,15:00,33.27333298,53.67999992,503.1333333,0.999562454,769.0,6528.77,18255.19,163334.4449,0.0,0.0,0.0,0.0,18255.19,163334.4449
0,16:00,33.27999999,54.33166676,508.4333333,0.999524033,769.0,7297.77,18255.19,181589.6349,0.0,0.0,0.0,0.0,18255.19,181589.6349
0,17:00,32.9933335,54.95000038,506.3833333,1.001701045,762.5699999999997,8060.34,18255.19,199844.8249,0.0,0.0,0.0,0.0,18255.19,199844.8249
0,18:00,32.07666645,56.7483331,507.15,1.004377453,0.0,8060.34,9604.0864,209448.9113,0.0,0.0,0.0,0.0,9604.0864,209448.9113
0,19:00,29.97999967,59.25666676,505.4666667,1.014237954,0.0,8060.34,9.282299999991665,209458.1936,0.0,0.0,0.0,0.0,9.282299999991665,209458.1936
0,20:00,29.73000002,59.45833321,504.4333333,1.017221699,0.0,8060.34,0.0,209458.1936,0.0,0.0,0.0,0.0,0.0,209458.1936
0,21:00,29.49166663,59.80166658,501.2166667,1.019654799,769.0,8829.34,0.0,209458.1936,0.0,0.0,0.0,0.0,0.0,209458.1936
0,22:00,29.53166679,60.03166669,501.4,1.02075611,0.0,8829.34,0.0,209458.1936,0.0,0.0,0.0,0.0,0.0,209458.1936
0,23:00,29.34999943,60.90666676,503.3,1.022382474,0.0,8829.34,0.0,209458.1936,0.0,0.0,0.0,0.0,0.0,209458.1936
1,00:00,29.47666658,61.42166672,508.3666667,1.022792262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,01:00,29.37627071,62.20862073,507.2586207,1.024306523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,02:00,29.64166695,60.62499955,506.2666667,1.022958767,769.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,03:00,29.67333358,60.24833336,503.2833333,1.023227714,0.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,04:00,29.96833321,60.72999999,505.1,1.020973819,717.56,1486.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,05:00,29.84833275,62.03500023,509.5,1.021550083,0.0,1486.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,06:00,30.50166655,60.57499981,511.6333333,1.019642007,0.0,1486.56,4155.3763,4155.3763,0.0,0.0,0.0,0.0,4155.3763,4155.3763
1,07:00,31.84666669,58.74166673,503.45,1.014724572,428.21,1914.77,13267.500800000002,17422.8771,0.0,0.0,0.0,0.0,13267.500800000002,17422.8771
1,08:00,33.56271155,57.09166705,499.7166667,1.003429814,717.56,2632.33,18242.8136,35665.6907,0.0,0.0,0.0,0.0,18242.8136,35665.6907
1,09:00,33.90666682,57.32000027,503.1833333,0.999024594,762.5700000000002,3394.9,18255.19,53920.8807,0.0,0.0,0.0,0.0,18255.19,53920.8807
1,10:00,34.361667,55.26833324,502.0333333,0.993927857,768.9999999999995,4163.9,18255.189999999995,72176.0707,0.0,0.0,0.0,0.0,18255.189999999995,72176.0707
1,11:00,34.22166653,54.09500027,495.25,0.992928998,498.9400000000005,4662.84,18255.19,90431.2607,0.0,0.0,0.0,0.0,18255.19,90431.2607
1,12:00,34.5766667,52.36833299,494.2666667,0.989432965,769.0,5431.84,18255.19,108686.4507,0.0,0.0,0.0,0.0,18255.19,108686.4507
1,13:00,34.4083341,52.22333317,493.75,0.98908719,769.0,6200.84,18255.19,126941.6407,0.0,0.0,0.0,0.0,18255.19,126941.6407
1,14:00,34.85000025,51.3299998,492.7833333,0.985744884,769.0,6969.84,18255.189999999988,145196.8307,0.0,0.0,0.0,0.0,18255.189999999988,145196.8307
1,15:00,34.67666626,51.72999961,494.9,0.98539913,769.0,7738.84,18255.19,163452.0207,0.0,0.0,0.0,0.0,18255.19,163452.0207
1,16:00,35.09500001,51.21166681,495.2166667,0.982184843,762.5699999999997,8501.41,18255.19,181707.2107,0.0,0.0,0.0,0.0,18255.19,181707.2107
1,17:00,34.83333321,51.17166672,496.9166667,0.983055647,769.0,9270.41,18255.19,199962.4007,0.0,0.0,0.0,0.0,18255.19,199962.4007
1,18:00,34.07333298,52.32833341,495.7,0.983734359,762.5699999999997,10032.98,9622.651000000013,209585.0517,0.0,0.0,0.0,0.0,9622.651000000013,209585.0517
1,19:00,31.87999992,57.53833345,498.35,0.992916191,0.0,10032.98,0.0,209585.0517,0.0,0.0,0.0,0.0,0.0,209585.0517
1,20:00,31.59333315,57.00666625,504.45,0.996591473,0.0,10032.98,0.0,209585.0517,0.0,0.0,0.0,0.0,0.0,209585.0517
1,21:00,31.22999999,56.9933328,507.6666667,0.999985044,0.0,10032.98,0.0,209585.0517,0.0,0.0,0.0,0.0,0.0,209585.0517
1,22:00,31.24833323,56.88666668,510.4166667,1.000945502,769.0,10801.98,0.0,209585.0517,0.0,0.0,0.0,0.0,0.0,209585.0517
1,23:00,30.95833317,58.13000018,511.75,1.003481044,0.0,10801.98,0.0,209585.0517,0.0,0.0,0.0,0.0,0.0,209585.0517
2,00:00,30.98333327,58.9,517.8666667,1.004172548,769.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,01:00,30.66166697,59.01833331,523.6333333,1.006247077,0.0,769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,02:00,30.62333326,59.06999995,526.9833333,1.007373981,762.5699999999999,1531.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,03:00,30.34333274,59.19333318,527.6166667,1.009371684,0.0,1531.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,04:00,30.32833316,59.32499994,530.8166667,1.010716333,769.0000000000002,2300.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,05:00,30.10833375,59.20333322,535.75,1.012048189,0.0,2300.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,06:00,30.55333322,59.22166653,540.6833333,1.01314948,762.5699999999997,3063.14,4189.4114,4189.4114,0.0,0.0,0.0,0.0,4189.4114,4189.4114
2,07:00,31.80166648,56.91833337,533.0166667,1.009128408,762.5700000000002,3825.71,13270.5949,17460.0063,0.0,0.0,0.0,0.0,13270.5949,17460.0063
2,08:00,33.32333406,52.11833331,523.15,1.000907065,762.5699999999997,4588.28,18236.6254,35696.6317,0.0,0.0,0.0,0.0,18236.6254,35696.6317
2,09:00,33.40833365,50.90499992,597.2166667,0.998717261,0.0,4588.28,18255.19,53951.8217,0.0,0.0,0.0,0.0,18255.19,53951.8217
2,10:00,33.86166687,51.26833337,540.2833333,0.994504115,769.0,5357.28,18255.19,72207.0117,0.0,0.0,0.0,0.0,18255.19,72207.0117
